x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
41.0,22.0,-123.79201438806834,166.0,140.0,216.0,215.0,340.0,330.0,7
140.0,9.0,-122.79085223091326,192.0,104.0,290.0,281.0,319.0,323.0,7
148.0,29.0,-121.26000258948494,140.0,124.0,257.0,266.0,363.0,307.0,7
99.0,18.0,-122.07993562745594,176.0,162.0,254.0,253.0,331.0,337.0,7
144.0,17.0,-122.20944192695345,193.0,145.0,240.0,229.0,353.0,331.0,7
62.0,23.0,-122.82082299891886,142.0,191.0,269.0,232.0,346.0,391.0,7
60.0,84.0,-118.507067278354,178.0,148.0,207.0,277.0,323.0,383.0,7
181.0,104.0,-117.49624896548669,192.0,126.0,223.0,274.0,340.0,310.0,7
74.0,105.0,-115.189470741011,114.0,200.0,265.0,280.0,360.0,343.0,7
136.0,29.0,-120.99321441768925,178.0,112.0,274.0,235.0,333.0,338.0,7
99.0,27.0,-121.285400382927,169.0,190.0,291.0,226.0,366.0,356.0,7
145.0,48.0,-119.25271629516924,196.0,195.0,252.0,209.0,330.0,348.0,7
188.0,82.0,-119.4193947174074,124.0,148.0,205.0,295.0,388.0,339.0,7
100.0,64.0,-117.04163615677666,174.0,138.0,250.0,202.0,399.0,357.0,7
167.0,9.0,-123.38500395766307,182.0,110.0,240.0,222.0,326.0,357.0,7
118.0,50.0,-118.50306811346049,135.0,166.0,287.0,241.0,326.0,397.0,7
29.0,60.0,-122.49518078113408,182.0,194.0,292.0,219.0,336.0,368.0,7
33.0,94.0,-120.84741866519428,109.0,167.0,266.0,292.0,319.0,369.0,7
145.0,72.0,-116.15949171704013,156.0,192.0,274.0,230.0,355.0,394.0,7
173.0,71.0,-118.7405911517546,172.0,159.0,299.0,262.0,391.0,310.0,7
66.0,45.0,-121.00995707989526,111.0,184.0,287.0,283.0,368.0,303.0,7
115.0,99.0,-107.96774421032995,172.0,106.0,241.0,270.0,342.0,317.0,7
175.0,0.0,-124.20406410853138,165.0,166.0,214.0,201.0,303.0,309.0,7
6.0,109.0,-122.93481962483966,151.0,195.0,259.0,281.0,373.0,326.0,7
162.0,106.0,-114.2935252597036,200.0,181.0,228.0,220.0,313.0,330.0,7
92.0,106.0,-111.29524251653456,183.0,137.0,269.0,249.0,345.0,379.0,7
52.0,96.0,-118.77472507491068,122.0,115.0,291.0,212.0,326.0,309.0,7
62.0,26.0,-122.61427117462996,168.0,186.0,258.0,254.0,382.0,308.0,7
160.0,105.0,-113.97259611584124,188.0,151.0,207.0,235.0,365.0,327.0,7
82.0,51.0,-119.5717518062803,149.0,171.0,293.0,279.0,325.0,385.0,7
186.0,52.0,-121.20181170097592,156.0,104.0,248.0,227.0,320.0,349.0,7
94.0,79.0,-115.2256746857136,120.0,157.0,258.0,241.0,326.0,351.0,7
153.0,78.0,-116.02984273143387,177.0,129.0,300.0,294.0,372.0,300.0,7
61.0,12.0,-123.58760383737334,132.0,164.0,236.0,268.0,381.0,324.0,7
139.0,91.0,-112.13799317358318,172.0,199.0,230.0,217.0,320.0,374.0,7
173.0,21.0,-122.74312565578958,174.0,153.0,257.0,211.0,354.0,334.0,7
14.0,19.0,-125.15372202749828,125.0,107.0,276.0,290.0,335.0,372.0,7
111.0,64.0,-116.61164817026912,160.0,110.0,290.0,232.0,302.0,306.0,7
71.0,5.0,-123.72758848942048,128.0,163.0,267.0,293.0,356.0,324.0,7
21.0,58.0,-123.11832122139252,135.0,184.0,292.0,200.0,361.0,351.0,7
146.0,24.0,-121.6546204467552,161.0,142.0,203.0,256.0,392.0,364.0,7
181.0,92.0,-118.06861706009532,164.0,175.0,219.0,292.0,388.0,375.0,7
125.0,1.0,-123.28521759713766,105.0,156.0,251.0,239.0,324.0,308.0,7
167.0,107.0,-115.1665829065384,162.0,192.0,292.0,239.0,362.0,315.0,7
67.0,4.0,-123.9083688861528,116.0,150.0,249.0,259.0,380.0,335.0,7
14.0,64.0,-123.35155225569248,200.0,138.0,275.0,297.0,333.0,300.0,7
123.0,39.0,-119.81749225511344,193.0,177.0,288.0,288.0,343.0,352.0,7
1.0,41.0,-124.9303272281286,126.0,155.0,226.0,246.0,327.0,312.0,7
90.0,102.0,-112.29099320932788,172.0,180.0,269.0,291.0,306.0,317.0,7
180.0,46.0,-121.2529125432158,134.0,133.0,232.0,221.0,350.0,371.0,7
18.0,22.0,-124.8429240912242,100.0,140.0,265.0,280.0,318.0,363.0,7
123.0,46.0,-119.00474899333352,106.0,186.0,261.0,290.0,337.0,329.0,7
183.0,91.0,-118.36509137334838,118.0,118.0,292.0,267.0,372.0,391.0,7
117.0,56.0,-117.7036127005146,197.0,106.0,269.0,255.0,307.0,399.0,7
109.0,33.0,-120.53045066078356,126.0,168.0,250.0,290.0,398.0,313.0,7
106.0,84.0,-113.17213613295408,127.0,132.0,273.0,257.0,335.0,314.0,7
53.0,3.0,-124.4099805308766,192.0,103.0,226.0,252.0,389.0,360.0,7
155.0,34.0,-121.0307797583508,182.0,151.0,254.0,207.0,393.0,326.0,7
32.0,48.0,-122.87586056575772,169.0,101.0,200.0,281.0,356.0,303.0,7
183.0,76.0,-119.3004400623978,127.0,103.0,244.0,226.0,358.0,379.0,7
91.0,103.0,-111.93352765164914,108.0,124.0,282.0,286.0,303.0,378.0,7
101.0,44.0,-119.51790692687293,142.0,155.0,257.0,281.0,398.0,388.0,7
158.0,86.0,-115.59952123766956,138.0,170.0,297.0,292.0,354.0,312.0,7
1.0,86.0,-123.63620513354078,162.0,114.0,228.0,231.0,399.0,399.0,7
30.0,22.0,-124.29179590954244,168.0,159.0,270.0,209.0,318.0,311.0,7
83.0,68.0,-117.68102105582987,160.0,106.0,226.0,236.0,392.0,348.0,7
57.0,108.0,-117.71682326264704,110.0,137.0,251.0,271.0,336.0,369.0,7
187.0,65.0,-120.39257110826875,106.0,185.0,229.0,289.0,304.0,344.0,7
71.0,48.0,-120.47577489100269,149.0,125.0,242.0,275.0,374.0,305.0,7
153.0,88.0,-114.66528876351704,196.0,198.0,276.0,210.0,349.0,348.0,7
132.0,35.0,-120.3312983218593,194.0,161.0,242.0,202.0,362.0,319.0,7
170.0,52.0,-120.16144657085415,153.0,189.0,293.0,264.0,372.0,365.0,7
41.0,0.0,-124.98278183118948,155.0,109.0,289.0,293.0,316.0,356.0,7
117.0,68.0,-115.84222514442244,199.0,117.0,297.0,235.0,348.0,334.0,7
182.0,38.0,-121.94114017286986,165.0,183.0,240.0,270.0,316.0,360.0,7
83.0,58.0,-118.7889989291604,166.0,152.0,292.0,253.0,300.0,313.0,7
58.0,109.0,-117.55171391634876,141.0,152.0,293.0,287.0,343.0,319.0,7
81.0,32.0,-121.374225391211,164.0,151.0,254.0,246.0,336.0,398.0,7
89.0,104.0,-112.26373014992043,187.0,113.0,285.0,230.0,361.0,366.0,7
35.0,59.0,-122.12642548597093,135.0,119.0,282.0,259.0,322.0,337.0,7
6.0,72.0,-123.6325780921916,138.0,186.0,272.0,297.0,387.0,381.0,7
112.0,15.0,-122.1777608203244,187.0,188.0,210.0,294.0,388.0,307.0,7
95.0,94.0,-112.5664874782704,107.0,168.0,267.0,222.0,395.0,363.0,7
111.0,87.0,-112.07964015245416,135.0,175.0,210.0,282.0,315.0,387.0,7
6.0,9.0,-125.90331694161436,187.0,135.0,256.0,270.0,317.0,379.0,7
3.0,36.0,-125.00559324811178,168.0,146.0,227.0,272.0,363.0,334.0,7
74.0,100.0,-115.51547094556898,164.0,155.0,212.0,243.0,324.0,307.0,7
70.0,21.0,-122.65070761782468,170.0,116.0,213.0,242.0,373.0,362.0,7
110.0,87.0,-112.15300186730688,173.0,107.0,282.0,223.0,369.0,361.0,7
12.0,26.0,-124.95231540284706,134.0,153.0,273.0,252.0,392.0,348.0,7
180.0,11.0,-123.66846721643924,100.0,199.0,259.0,249.0,331.0,331.0,7
35.0,76.0,-121.32410448509012,151.0,171.0,267.0,202.0,399.0,398.0,7
158.0,9.0,-123.14280441815812,100.0,147.0,285.0,232.0,372.0,354.0,7
25.0,17.0,-124.7579029673282,115.0,139.0,273.0,205.0,383.0,328.0,7
62.0,108.0,-117.00218338235568,109.0,102.0,202.0,286.0,373.0,354.0,7
47.0,5.0,-124.50247521615056,195.0,128.0,261.0,273.0,329.0,365.0,7
85.0,107.0,-112.86740968398544,123.0,134.0,235.0,280.0,357.0,376.0,7
138.0,95.0,-111.0684999308606,114.0,148.0,299.0,277.0,319.0,370.0,7
139.0,58.0,-117.7982172244919,102.0,108.0,283.0,273.0,375.0,311.0,7
68.0,22.0,-122.65344923192312,179.0,151.0,265.0,271.0,341.0,394.0,7
123.0,107.0,-103.62379749599616,138.0,172.0,267.0,251.0,338.0,317.0,7
62.0,29.0,-122.40475996644116,200.0,137.0,283.0,270.0,397.0,354.0,7
119.0,77.0,-114.1211212225928,129.0,126.0,218.0,274.0,339.0,362.0,7
126.0,109.0,-103.00184944277278,144.0,152.0,234.0,207.0,359.0,315.0,7
172.0,24.0,-122.48906540848397,125.0,155.0,214.0,279.0,340.0,386.0,7
110.0,40.0,-119.77367995362906,106.0,139.0,281.0,205.0,319.0,342.0,7
90.0,0.0,-123.63076076902212,181.0,128.0,221.0,288.0,373.0,375.0,7
119.0,53.0,-118.10578637532451,146.0,163.0,264.0,242.0,308.0,341.0,7
42.0,43.0,-122.54553177490718,166.0,194.0,244.0,227.0,320.0,354.0,7
93.0,50.0,-119.1317044075189,153.0,132.0,213.0,225.0,318.0,352.0,7
132.0,4.0,-123.09377801092788,176.0,193.0,230.0,218.0,339.0,384.0,7
60.0,15.0,-123.43039313319346,106.0,149.0,295.0,273.0,386.0,363.0,7
119.0,8.0,-122.73222743438066,176.0,149.0,255.0,276.0,353.0,310.0,7
15.0,44.0,-124.05569749413598,160.0,181.0,278.0,234.0,376.0,360.0,7
87.0,43.0,-120.12421855631072,119.0,137.0,291.0,276.0,393.0,341.0,7
147.0,109.0,-110.50976281164864,119.0,177.0,210.0,238.0,342.0,344.0,7
81.0,61.0,-118.60377224178046,155.0,104.0,210.0,202.0,396.0,384.0,7
51.0,31.0,-122.78927870716925,126.0,148.0,225.0,278.0,313.0,357.0,7
74.0,57.0,-119.4850928527076,161.0,185.0,278.0,278.0,373.0,356.0,7
185.0,24.0,-123.02825428441486,137.0,170.0,214.0,231.0,302.0,380.0,7
27.0,27.0,-124.18732094619762,154.0,102.0,269.0,242.0,325.0,332.0,7
44.0,60.0,-121.42985968992384,132.0,125.0,214.0,204.0,332.0,365.0,7
49.0,108.0,-118.75778773890576,183.0,153.0,291.0,230.0,335.0,347.0,7
138.0,9.0,-122.7642541655525,175.0,135.0,285.0,229.0,319.0,324.0,7
140.0,1.0,-123.40019089512856,165.0,178.0,285.0,253.0,380.0,343.0,7
82.0,19.0,-122.40277241427488,149.0,134.0,217.0,260.0,331.0,384.0,7
87.0,54.0,-118.98379287997034,111.0,163.0,239.0,230.0,350.0,352.0,7
17.0,15.0,-125.19494240987407,194.0,136.0,250.0,274.0,395.0,364.0,7
41.0,36.0,-123.00269873480808,163.0,142.0,267.0,221.0,303.0,313.0,7
24.0,74.0,-122.28108729872524,120.0,200.0,248.0,266.0,367.0,311.0,7
184.0,43.0,-121.70150913493644,146.0,146.0,202.0,244.0,363.0,342.0,7
20.0,82.0,-122.32441526134428,196.0,101.0,256.0,276.0,338.0,343.0,7
39.0,11.0,-124.47552211668622,139.0,128.0,227.0,265.0,315.0,382.0,7
53.0,92.0,-118.8384373286236,176.0,130.0,232.0,236.0,399.0,341.0,7
188.0,70.0,-120.14967608303806,186.0,196.0,276.0,252.0,393.0,314.0,7
58.0,29.0,-122.58678863403446,160.0,182.0,224.0,230.0,314.0,386.0,7
35.0,81.0,-121.1149432038867,138.0,115.0,233.0,205.0,325.0,345.0,7
153.0,51.0,-119.2799869323408,118.0,134.0,273.0,216.0,364.0,374.0,7
51.0,53.0,-121.36920833239547,162.0,115.0,200.0,285.0,311.0,386.0,7
174.0,96.0,-116.91524143440384,124.0,172.0,217.0,253.0,343.0,356.0,7
167.0,51.0,-120.06420526431408,174.0,125.0,259.0,201.0,304.0,339.0,7
113.0,0.0,-123.36993371176123,108.0,186.0,275.0,264.0,397.0,371.0,7
129.0,46.0,-119.06076351379424,168.0,139.0,224.0,300.0,300.0,321.0,7
164.0,24.0,-122.19052269506544,111.0,122.0,216.0,283.0,370.0,306.0,7
56.0,23.0,-123.07202375587764,165.0,142.0,256.0,294.0,391.0,360.0,7
110.0,90.0,-111.37996428191067,199.0,198.0,266.0,278.0,339.0,330.0,7
7.0,94.0,-123.04824621306231,200.0,127.0,242.0,298.0,346.0,322.0,7
17.0,46.0,-123.85952754674236,200.0,128.0,258.0,207.0,379.0,313.0,7
140.0,87.0,-113.10594925819474,106.0,147.0,225.0,254.0,337.0,365.0,7
30.0,52.0,-122.80411685415125,102.0,113.0,227.0,201.0,317.0,345.0,7
61.0,85.0,-118.32914692356246,146.0,116.0,254.0,220.0,334.0,337.0,7
81.0,106.0,-113.80044135114262,125.0,104.0,258.0,232.0,333.0,313.0,7
156.0,44.0,-120.13563182761362,158.0,127.0,202.0,298.0,367.0,317.0,7
119.0,10.0,-122.56985842618964,121.0,120.0,224.0,204.0,314.0,385.0,7
135.0,51.0,-118.56905241072468,189.0,116.0,279.0,254.0,378.0,368.0,7
31.0,48.0,-122.93706875590068,132.0,107.0,262.0,295.0,314.0,346.0,7
35.0,5.0,-124.94111494735829,166.0,156.0,221.0,267.0,376.0,310.0,7
159.0,39.0,-120.73751080905836,192.0,110.0,275.0,224.0,400.0,349.0,7
43.0,42.0,-122.54553177490718,101.0,183.0,299.0,227.0,301.0,331.0,7
118.0,69.0,-115.65892438151128,195.0,174.0,234.0,204.0,306.0,377.0,7
7.0,42.0,-124.57467738083297,148.0,116.0,238.0,259.0,350.0,397.0,7
93.0,47.0,-119.46176198186566,165.0,161.0,243.0,205.0,321.0,398.0,7
114.0,86.0,-112.15841599811748,188.0,153.0,290.0,259.0,390.0,384.0,7
173.0,38.0,-121.47828315355356,134.0,169.0,269.0,277.0,308.0,370.0,7
145.0,70.0,-116.4523798035614,198.0,185.0,287.0,221.0,313.0,353.0,7
5.0,5.0,-126.10061124438955,118.0,173.0,282.0,274.0,326.0,352.0,7
8.0,102.0,-122.849584316343,159.0,134.0,224.0,203.0,397.0,367.0,7
156.0,108.0,-112.8955534755568,172.0,168.0,281.0,252.0,350.0,359.0,7
104.0,82.0,-113.75755831627214,158.0,105.0,256.0,247.0,397.0,374.0,7
124.0,42.0,-119.48284926217308,126.0,161.0,276.0,260.0,317.0,308.0,7
24.0,68.0,-122.50930383138504,182.0,142.0,244.0,205.0,349.0,312.0,7
162.0,107.0,-114.22919531702198,105.0,154.0,239.0,258.0,317.0,311.0,7
111.0,93.0,-110.43847666335478,133.0,190.0,246.0,254.0,365.0,334.0,7
157.0,73.0,-117.05168464623397,179.0,177.0,241.0,291.0,380.0,345.0,7
66.0,15.0,-123.21434007780796,108.0,112.0,210.0,271.0,313.0,309.0,7
162.0,8.0,-123.31659633607262,187.0,185.0,217.0,290.0,312.0,343.0,7
148.0,91.0,-113.48182984199929,179.0,191.0,294.0,226.0,304.0,327.0,7
163.0,34.0,-121.34346985119068,196.0,139.0,200.0,220.0,360.0,375.0,7
101.0,31.0,-120.86610360723064,115.0,118.0,205.0,275.0,349.0,354.0,7
75.0,78.0,-117.3571338776526,132.0,155.0,229.0,279.0,359.0,386.0,7
3.0,97.0,-123.2995924418716,147.0,142.0,258.0,262.0,347.0,398.0,7
106.0,26.0,-121.25513806611788,143.0,163.0,295.0,266.0,323.0,334.0,7
132.0,58.0,-117.5642651136354,186.0,156.0,268.0,278.0,380.0,301.0,7
139.0,15.0,-122.2910242658666,138.0,102.0,235.0,236.0,326.0,372.0,7
49.0,16.0,-123.79512200871116,115.0,188.0,263.0,241.0,366.0,355.0,7
174.0,64.0,-119.41976986033568,185.0,147.0,269.0,249.0,330.0,312.0,7
7.0,69.0,-123.6533849862455,197.0,124.0,266.0,213.0,369.0,379.0,7
31.0,8.0,-124.94452329914466,122.0,143.0,254.0,245.0,360.0,345.0,7
12.0,84.0,-122.88409741780036,169.0,184.0,285.0,282.0,390.0,357.0,7
57.0,8.0,-123.97719649641196,196.0,105.0,228.0,286.0,398.0,384.0,7
178.0,92.0,-117.69594263222804,184.0,112.0,289.0,267.0,361.0,361.0,7
88.0,93.0,-113.90054426983671,110.0,131.0,213.0,241.0,372.0,300.0,7
93.0,12.0,-122.6815379846089,151.0,174.0,290.0,222.0,358.0,342.0,7
142.0,55.0,-118.30695738806985,168.0,169.0,273.0,256.0,350.0,383.0,7
134.0,36.0,-120.2584233908254,142.0,108.0,212.0,256.0,312.0,357.0,7
169.0,109.0,-115.43030760542432,134.0,167.0,207.0,292.0,399.0,365.0,7
174.0,29.0,-122.2055536729676,159.0,113.0,219.0,292.0,359.0,392.0,7
19.0,78.0,-122.52524731958522,100.0,114.0,234.0,225.0,361.0,321.0,7
164.0,23.0,-122.26804036809648,196.0,196.0,263.0,282.0,331.0,366.0,7
113.0,81.0,-113.39262168782253,107.0,170.0,267.0,249.0,378.0,365.0,7
137.0,67.0,-116.4215781058185,101.0,182.0,266.0,293.0,329.0,309.0,7
62.0,107.0,-117.03458334178076,189.0,187.0,258.0,279.0,396.0,376.0,7
178.0,4.0,-124.04380304109534,188.0,134.0,279.0,215.0,330.0,327.0,7
170.0,11.0,-123.33774649042148,114.0,140.0,264.0,274.0,400.0,309.0,7
141.0,38.0,-120.20127132783928,179.0,141.0,221.0,255.0,392.0,400.0,7
53.0,65.0,-120.43395357929325,123.0,156.0,253.0,266.0,332.0,314.0,7
144.0,68.0,-116.67226301417313,156.0,173.0,269.0,207.0,372.0,396.0,7
88.0,87.0,-114.73747785749208,163.0,106.0,273.0,276.0,391.0,378.0,7
187.0,48.0,-121.53825446503068,115.0,120.0,223.0,217.0,315.0,323.0,7
122.0,69.0,-115.65538366441228,156.0,127.0,292.0,288.0,378.0,305.0,7
112.0,9.0,-122.67564443527004,168.0,190.0,219.0,275.0,329.0,355.0,7
114.0,98.0,-108.45842414145164,174.0,147.0,293.0,295.0,353.0,307.0,7
81.0,77.0,-116.83100361339402,131.0,126.0,211.0,266.0,341.0,367.0,7
156.0,48.0,-119.74054666673028,196.0,164.0,270.0,276.0,390.0,301.0,7
87.0,1.0,-123.6163548118709,191.0,187.0,207.0,200.0,318.0,399.0,7
93.0,93.0,-113.0760911199531,117.0,106.0,277.0,276.0,385.0,306.0,7
37.0,16.0,-124.29191878642035,165.0,102.0,244.0,268.0,361.0,382.0,7
141.0,69.0,-116.33511749373636,129.0,105.0,278.0,211.0,355.0,392.0,7
63.0,68.0,-119.38695474244912,194.0,137.0,287.0,269.0,377.0,318.0,7
98.0,55.0,-118.32856743850618,109.0,200.0,283.0,215.0,390.0,339.0,7
81.0,8.0,-123.25278589804822,168.0,164.0,231.0,203.0,317.0,376.0,7
179.0,98.0,-117.4872449816256,103.0,128.0,296.0,221.0,331.0,382.0,7
170.0,12.0,-123.2690561729652,169.0,141.0,269.0,256.0,318.0,392.0,7
117.0,56.0,-117.7036127005146,105.0,174.0,276.0,246.0,319.0,367.0,7
153.0,18.0,-122.329674361687,158.0,130.0,250.0,271.0,322.0,393.0,7
140.0,40.0,-119.96583874524508,124.0,109.0,297.0,211.0,388.0,326.0,7
85.0,20.0,-122.23707062055902,154.0,167.0,285.0,258.0,398.0,356.0,7
1.0,76.0,-123.8608620013141,199.0,119.0,252.0,239.0,326.0,381.0,7
54.0,5.0,-124.259556423294,155.0,139.0,212.0,297.0,300.0,308.0,7
134.0,26.0,-121.24795571152028,101.0,150.0,264.0,233.0,304.0,311.0,7
92.0,83.0,-114.8208652474524,132.0,145.0,210.0,282.0,367.0,378.0,7
41.0,92.0,-120.12769838138786,106.0,185.0,227.0,261.0,340.0,320.0,7
41.0,87.0,-120.31976612431636,186.0,126.0,209.0,203.0,358.0,380.0,7
31.0,70.0,-121.90442990099872,140.0,147.0,240.0,297.0,382.0,369.0,7
87.0,26.0,-121.68291728269024,148.0,128.0,252.0,201.0,379.0,376.0,7
146.0,98.0,-111.94999474900678,129.0,196.0,250.0,291.0,372.0,381.0,7
68.0,33.0,-121.8402693227863,109.0,127.0,218.0,219.0,304.0,371.0,7
20.0,51.0,-123.47258658232109,144.0,172.0,251.0,300.0,363.0,305.0,7
155.0,64.0,-117.95018744871888,112.0,164.0,215.0,216.0,335.0,324.0,7
25.0,68.0,-122.43661646868912,151.0,127.0,258.0,260.0,335.0,393.0,7
93.0,4.0,-123.28964035979013,111.0,152.0,211.0,211.0,325.0,328.0,7
167.0,67.0,-118.57557489503478,115.0,119.0,288.0,201.0,334.0,312.0,7
116.0,103.0,-106.08336755703886,180.0,150.0,281.0,294.0,360.0,344.0,7
3.0,34.0,-125.07887623957824,133.0,198.0,250.0,288.0,394.0,391.0,7
109.0,89.0,-111.73318287449707,172.0,140.0,292.0,211.0,382.0,338.0,7
98.0,75.0,-115.50397185088426,154.0,122.0,284.0,277.0,392.0,384.0,7
173.0,45.0,-120.92404455143244,104.0,145.0,300.0,293.0,368.0,392.0,7
172.0,100.0,-116.37925514986172,134.0,102.0,207.0,294.0,397.0,400.0,7
42.0,82.0,-120.44044979070613,110.0,120.0,207.0,217.0,352.0,385.0,7
7.0,88.0,-123.16406706343749,132.0,198.0,219.0,294.0,320.0,382.0,7
141.0,73.0,-115.71193056943956,177.0,186.0,288.0,249.0,374.0,314.0,7
44.0,67.0,-121.032986213548,136.0,161.0,207.0,286.0,344.0,349.0,7
135.0,39.0,-119.95862218151667,142.0,163.0,282.0,266.0,308.0,365.0,7
167.0,9.0,-123.38500395766307,152.0,196.0,264.0,276.0,321.0,337.0,7
159.0,39.0,-120.73751080905836,100.0,155.0,286.0,288.0,310.0,324.0,7
175.0,24.0,-122.6082918959641,123.0,149.0,236.0,289.0,346.0,323.0,7
16.0,28.0,-124.67591393503908,195.0,138.0,298.0,234.0,367.0,384.0,7
101.0,79.0,-114.57994967265928,138.0,191.0,241.0,300.0,353.0,327.0,7
9.0,17.0,-125.45706696486994,200.0,194.0,297.0,250.0,304.0,358.0,7
170.0,14.0,-123.13042901543172,134.0,107.0,252.0,222.0,374.0,371.0,7
150.0,45.0,-119.77491684466906,165.0,146.0,292.0,250.0,320.0,315.0,7
95.0,53.0,-118.70009043661751,110.0,167.0,238.0,251.0,325.0,349.0,7
140.0,14.0,-122.3887449403361,126.0,132.0,208.0,262.0,301.0,347.0,7
11.0,86.0,-122.91052320348024,166.0,183.0,258.0,237.0,386.0,377.0,7
186.0,22.0,-123.19933969926524,107.0,162.0,291.0,207.0,355.0,342.0,7
44.0,21.0,-123.7151151756737,111.0,125.0,293.0,283.0,351.0,360.0,7
92.0,8.0,-123.00915414468426,192.0,172.0,285.0,292.0,355.0,353.0,7
78.0,20.0,-122.44900416273124,175.0,187.0,230.0,224.0,367.0,336.0,7
108.0,98.0,-109.31124249865228,158.0,184.0,259.0,296.0,342.0,313.0,7
64.0,7.0,-123.80782246497044,174.0,113.0,300.0,250.0,398.0,311.0,7
150.0,23.0,-121.83977541638032,118.0,115.0,205.0,280.0,356.0,346.0,7
176.0,23.0,-122.71890115993784,187.0,150.0,289.0,285.0,307.0,369.0,7
154.0,64.0,-117.87887652945024,199.0,111.0,244.0,270.0,345.0,342.0,7
185.0,55.0,-120.92653303219076,132.0,153.0,252.0,298.0,382.0,360.0,7
173.0,20.0,-122.81389610799609,102.0,123.0,247.0,283.0,319.0,386.0,7
122.0,47.0,-118.8786731560882,156.0,127.0,300.0,202.0,305.0,301.0,7
30.0,99.0,-121.005083529786,181.0,112.0,215.0,267.0,319.0,324.0,7
