,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
309,18.0,67.0,-122.97285457748303,177.0,155.0,281.0,211.0,373.0,323.0,11
310,121.0,69.0,-115.65111587737778,118.0,194.0,256.0,278.0,391.0,334.0,8
311,70.0,77.0,-117.97607604900074,184.0,127.0,250.0,208.0,372.0,306.0,8
312,75.0,14.0,-122.98843600400424,158.0,137.0,252.0,208.0,354.0,319.0,11
313,53.0,9.0,-124.05768954567137,154.0,186.0,257.0,214.0,368.0,386.0,12
314,170.0,63.0,-119.18985185902636,180.0,127.0,280.0,206.0,351.0,320.0,9
315,85.0,21.0,-122.1565731376808,132.0,116.0,275.0,286.0,374.0,377.0,10
316,113.0,44.0,-119.27940075204243,118.0,116.0,278.0,210.0,390.0,348.0,9
317,1.0,2.0,-126.37092099320073,133.0,181.0,251.0,233.0,369.0,357.0,12
318,98.0,82.0,-114.32448465236214,181.0,170.0,286.0,209.0,386.0,340.0,7
319,190.0,7.0,-124.2638557294679,181.0,100.0,273.0,250.0,351.0,313.0,12
320,110.0,89.0,-111.6442723213108,158.0,142.0,291.0,269.0,371.0,388.0,7
321,6.0,30.0,-125.0813301748185,106.0,105.0,257.0,255.0,394.0,357.0,12
322,25.0,10.0,-125.08761373091671,122.0,126.0,297.0,244.0,352.0,359.0,12
323,114.0,75.0,-114.61112528882086,190.0,192.0,298.0,282.0,361.0,398.0,7
324,185.0,36.0,-122.2355418079648,153.0,130.0,254.0,264.0,350.0,318.0,11
325,56.0,37.0,-122.14259035685927,175.0,171.0,258.0,286.0,359.0,393.0,10
326,38.0,71.0,-121.30695590151367,115.0,163.0,266.0,284.0,379.0,316.0,10
327,29.0,13.0,-124.77981942107016,164.0,197.0,298.0,205.0,375.0,356.0,12
328,146.0,11.0,-122.73098325222288,119.0,162.0,267.0,234.0,375.0,389.0,11
329,24.0,91.0,-121.74174212613272,168.0,105.0,271.0,286.0,394.0,343.0,10
330,39.0,2.0,-124.94868665472404,108.0,164.0,278.0,276.0,396.0,362.0,12
331,75.0,21.0,-122.47299061659108,132.0,108.0,266.0,265.0,353.0,370.0,11
332,102.0,96.0,-110.91933874404305,100.0,195.0,252.0,288.0,396.0,300.0,7
333,105.0,12.0,-122.49274791331008,169.0,164.0,259.0,280.0,390.0,333.0,11
334,176.0,22.0,-122.78863375648024,148.0,164.0,283.0,232.0,355.0,303.0,11
335,4.0,54.0,-124.3183354750625,147.0,149.0,256.0,225.0,378.0,379.0,12
336,140.0,53.0,-118.47749993324403,142.0,199.0,260.0,286.0,351.0,364.0,8
337,139.0,74.0,-115.4095425979989,165.0,177.0,263.0,280.0,392.0,395.0,7
338,174.0,32.0,-121.98330651437254,143.0,111.0,280.0,230.0,355.0,385.0,10
339,162.0,59.0,-118.98275990627592,177.0,147.0,262.0,267.0,378.0,337.0,9
340,140.0,16.0,-122.22293188951464,163.0,104.0,265.0,233.0,378.0,379.0,11
341,74.0,70.0,-118.24383008806127,170.0,108.0,274.0,277.0,364.0,334.0,8
342,60.0,40.0,-121.7197047263244,141.0,153.0,280.0,262.0,352.0,377.0,10
343,84.0,17.0,-122.50190279188502,134.0,170.0,291.0,233.0,398.0,305.0,11
344,147.0,99.0,-111.9848389199953,130.0,112.0,277.0,281.0,400.0,389.0,7
345,130.0,59.0,-117.37293269654104,123.0,136.0,282.0,231.0,393.0,314.0,8
346,50.0,57.0,-121.179911587924,160.0,119.0,283.0,294.0,374.0,346.0,10
347,149.0,89.0,-113.94991955493612,154.0,146.0,278.0,272.0,388.0,363.0,7
348,161.0,43.0,-120.46463690845168,155.0,111.0,257.0,272.0,360.0,309.0,9
349,100.0,80.0,-114.48750354118252,116.0,137.0,266.0,215.0,363.0,317.0,7
350,181.0,5.0,-124.076902875998,126.0,186.0,298.0,269.0,353.0,388.0,12
351,148.0,12.0,-122.6911808826473,146.0,190.0,264.0,216.0,364.0,376.0,11
352,10.0,2.0,-126.0274265671539,197.0,136.0,279.0,249.0,350.0,322.0,12
353,121.0,15.0,-122.150270659865,191.0,147.0,293.0,282.0,381.0,304.0,10
354,33.0,60.0,-122.21710744288444,110.0,143.0,251.0,203.0,388.0,376.0,11
355,155.0,18.0,-122.38224454389383,168.0,140.0,255.0,236.0,378.0,317.0,11
356,34.0,24.0,-124.00502386368156,100.0,122.0,268.0,273.0,362.0,317.0,12
357,164.0,55.0,-119.50755457284028,135.0,189.0,253.0,293.0,358.0,308.0,9
358,71.0,13.0,-123.18443309044866,120.0,177.0,300.0,298.0,384.0,358.0,11
359,57.0,58.0,-120.60964716892428,198.0,196.0,274.0,222.0,390.0,327.0,9
360,92.0,110.0,-110.82995456576428,113.0,126.0,267.0,210.0,377.0,319.0,7
361,137.0,41.0,-119.784402605377,114.0,149.0,285.0,295.0,394.0,312.0,9
362,13.0,0.0,-125.99699939474507,117.0,150.0,290.0,209.0,396.0,357.0,12
363,19.0,27.0,-124.5743311116546,149.0,159.0,254.0,207.0,398.0,386.0,12
364,80.0,73.0,-117.38063373733912,172.0,122.0,258.0,224.0,359.0,396.0,8
365,55.0,38.0,-122.12786602057888,137.0,151.0,290.0,241.0,373.0,340.0,10
366,86.0,61.0,-118.26262265706264,122.0,192.0,284.0,276.0,372.0,316.0,8
367,170.0,24.0,-122.41164485976483,121.0,112.0,265.0,254.0,360.0,390.0,11
368,89.0,64.0,-117.70613694943172,195.0,129.0,253.0,245.0,381.0,318.0,8
369,135.0,81.0,-113.83665862750428,145.0,158.0,286.0,274.0,380.0,342.0,7
370,93.0,64.0,-117.44340669499624,156.0,154.0,270.0,258.0,369.0,379.0,8
371,155.0,53.0,-119.17246132532966,102.0,128.0,297.0,291.0,382.0,313.0,9
372,157.0,3.0,-123.54832991619612,101.0,143.0,271.0,206.0,386.0,356.0,12
373,119.0,91.0,-110.59333644657757,161.0,144.0,297.0,262.0,351.0,326.0,7
374,68.0,11.0,-123.4174595576416,123.0,159.0,252.0,271.0,397.0,396.0,11
375,29.0,24.0,-124.23883372492293,135.0,100.0,273.0,216.0,386.0,309.0,12
376,124.0,87.0,-111.79937684972016,115.0,154.0,271.0,275.0,400.0,335.0,7
377,162.0,98.0,-114.92533125979752,133.0,134.0,253.0,286.0,397.0,301.0,7
378,8.0,3.0,-126.06348157565216,184.0,153.0,269.0,242.0,351.0,341.0,12
379,181.0,82.0,-118.69281574619312,135.0,132.0,298.0,237.0,400.0,317.0,9
380,172.0,107.0,-116.02232268631133,176.0,172.0,279.0,213.0,398.0,313.0,8
381,163.0,67.0,-118.2415534737382,174.0,114.0,276.0,291.0,392.0,372.0,8
382,67.0,30.0,-122.11060089555878,138.0,144.0,292.0,286.0,392.0,334.0,10
383,158.0,68.0,-117.72067450384684,122.0,195.0,270.0,205.0,364.0,371.0,8
384,149.0,57.0,-118.3980202933067,110.0,156.0,267.0,291.0,393.0,385.0,8
385,35.0,86.0,-120.9224526619573,157.0,116.0,291.0,251.0,391.0,379.0,10
386,189.0,107.0,-118.46634640929304,110.0,115.0,265.0,291.0,394.0,341.0,8
387,57.0,38.0,-122.02131934486944,126.0,124.0,250.0,246.0,357.0,338.0,10
388,34.0,71.0,-121.62656486515618,122.0,131.0,288.0,287.0,389.0,306.0,10
389,185.0,25.0,-122.96351338074874,161.0,141.0,261.0,271.0,350.0,374.0,11
390,131.0,21.0,-121.67245615147831,111.0,168.0,296.0,234.0,385.0,364.0,10
391,177.0,95.0,-117.38488639258988,103.0,120.0,252.0,220.0,356.0,375.0,8
392,137.0,61.0,-117.30713602516218,142.0,153.0,265.0,246.0,371.0,319.0,8
393,129.0,53.0,-118.1798770241812,104.0,175.0,260.0,289.0,381.0,345.0,8
394,156.0,73.0,-116.95938296921756,101.0,195.0,285.0,229.0,354.0,331.0,8
395,1.0,36.0,-125.10692509010816,192.0,169.0,253.0,230.0,360.0,311.0,12
396,88.0,7.0,-123.16406706343749,134.0,199.0,282.0,237.0,373.0,365.0,11
397,51.0,28.0,-122.97798033315904,101.0,151.0,292.0,201.0,358.0,318.0,11
398,89.0,70.0,-116.94920781252898,132.0,175.0,268.0,259.0,387.0,345.0,8
399,11.0,55.0,-123.86495577432608,114.0,187.0,278.0,272.0,385.0,306.0,12
400,101.0,87.0,-113.0485562194444,143.0,128.0,271.0,272.0,364.0,311.0,7
401,104.0,25.0,-121.37797470179098,189.0,135.0,296.0,230.0,363.0,390.0,10
402,34.0,108.0,-120.44206689535642,174.0,182.0,286.0,250.0,368.0,313.0,9
403,41.0,100.0,-119.87306098551326,159.0,107.0,271.0,241.0,369.0,374.0,9
404,46.0,47.0,-122.0684839149788,127.0,111.0,299.0,265.0,395.0,332.0,10
405,136.0,19.0,-121.90793742917222,110.0,105.0,252.0,279.0,400.0,325.0,10
406,104.0,73.0,-115.42143132979191,114.0,200.0,283.0,289.0,389.0,315.0,8
407,23.0,5.0,-125.39846086891828,149.0,188.0,271.0,214.0,383.0,320.0,12
408,86.0,88.0,-114.8773459426705,108.0,103.0,276.0,234.0,398.0,394.0,7
409,160.0,61.0,-118.63784359978897,129.0,109.0,265.0,238.0,390.0,353.0,9
410,171.0,70.0,-118.6464286437639,159.0,197.0,299.0,215.0,386.0,387.0,9
411,51.0,17.0,-123.65459056312778,104.0,106.0,295.0,208.0,354.0,382.0,12
412,44.0,21.0,-123.7151151756737,192.0,112.0,287.0,252.0,383.0,358.0,12
413,147.0,81.0,-114.9625224027761,113.0,189.0,272.0,239.0,377.0,384.0,7
414,143.0,74.0,-115.70081469616493,162.0,197.0,271.0,272.0,380.0,339.0,8
415,5.0,18.0,-125.59234988939323,124.0,171.0,272.0,240.0,390.0,357.0,12
416,50.0,2.0,-124.56739133867026,117.0,144.0,270.0,260.0,369.0,333.0,12
417,101.0,26.0,-121.33766622646444,102.0,157.0,300.0,262.0,359.0,387.0,10
418,42.0,68.0,-121.13800270693903,135.0,194.0,285.0,257.0,387.0,333.0,10
419,88.0,14.0,-122.63364474417487,177.0,150.0,262.0,242.0,378.0,342.0,11
420,115.0,30.0,-120.77654170743004,109.0,172.0,251.0,250.0,397.0,330.0,9
421,82.0,55.0,-119.16584811599144,157.0,171.0,268.0,292.0,392.0,313.0,9
422,102.0,20.0,-121.85777406278912,167.0,167.0,258.0,275.0,371.0,392.0,10
423,126.0,80.0,-113.55901238557892,104.0,119.0,284.0,216.0,369.0,391.0,7
424,36.0,2.0,-125.05632912299411,143.0,141.0,276.0,211.0,376.0,365.0,12
425,61.0,30.0,-122.38003218410564,126.0,142.0,282.0,226.0,371.0,368.0,11
426,81.0,54.0,-119.3278977909251,189.0,128.0,300.0,295.0,396.0,328.0,9
427,68.0,60.0,-119.64445002349308,183.0,100.0,292.0,251.0,350.0,317.0,9
428,122.0,89.0,-111.1963116322132,175.0,123.0,276.0,217.0,364.0,322.0,7
429,79.0,96.0,-115.03073125847794,149.0,167.0,297.0,261.0,389.0,360.0,7
430,65.0,89.0,-117.58286717949431,145.0,182.0,280.0,266.0,396.0,375.0,8
431,80.0,94.0,-115.069048919946,142.0,173.0,250.0,278.0,353.0,362.0,7
432,10.0,56.0,-123.88998526841914,103.0,143.0,264.0,249.0,383.0,400.0,12
433,129.0,100.0,-108.03565187701788,122.0,142.0,266.0,300.0,359.0,354.0,7
434,29.0,53.0,-122.82031242152745,161.0,136.0,259.0,279.0,384.0,307.0,11
435,83.0,42.0,-120.39527457142792,189.0,150.0,272.0,284.0,395.0,314.0,9
436,156.0,36.0,-120.88721186181844,140.0,169.0,290.0,235.0,361.0,387.0,10
437,119.0,60.0,-117.11340421424283,111.0,131.0,267.0,285.0,371.0,316.0,8
438,185.0,61.0,-120.50843781863372,119.0,145.0,265.0,245.0,364.0,349.0,9
439,157.0,49.0,-119.6909073169972,126.0,113.0,270.0,244.0,399.0,336.0,9
440,74.0,26.0,-122.12761612133389,159.0,165.0,300.0,291.0,380.0,345.0,10
441,157.0,92.0,-114.7413422093372,171.0,122.0,290.0,283.0,379.0,388.0,7
442,136.0,107.0,-107.40734316379285,100.0,101.0,278.0,284.0,398.0,343.0,7
443,159.0,106.0,-113.695072590243,124.0,178.0,268.0,238.0,371.0,397.0,7
444,39.0,96.0,-120.19793827751474,107.0,164.0,276.0,268.0,356.0,355.0,9
445,106.0,106.0,-107.22219156339472,160.0,137.0,288.0,239.0,365.0,365.0,7
446,37.0,12.0,-124.50260771105266,177.0,142.0,284.0,231.0,366.0,391.0,12
447,178.0,89.0,-117.88698236522728,116.0,102.0,274.0,226.0,374.0,317.0,8
448,103.0,50.0,-118.7630226811144,192.0,121.0,275.0,221.0,374.0,363.0,9
449,57.0,8.0,-123.97719649641196,117.0,141.0,252.0,282.0,351.0,362.0,12
450,129.0,14.0,-122.26593147176672,195.0,120.0,270.0,229.0,377.0,313.0,11
451,19.0,85.0,-122.31694436510033,125.0,188.0,273.0,248.0,358.0,361.0,11
452,160.0,83.0,-116.20014640838728,121.0,130.0,295.0,227.0,352.0,363.0,8
453,155.0,108.0,-112.6668866178094,192.0,189.0,264.0,276.0,353.0,319.0,7
454,34.0,14.0,-124.52182223436184,128.0,120.0,265.0,284.0,382.0,322.0,12
455,24.0,69.0,-122.4701610773131,155.0,121.0,267.0,211.0,398.0,333.0,11
456,75.0,10.0,-123.27256271774117,152.0,151.0,270.0,222.0,350.0,386.0,11
457,179.0,20.0,-123.04338515721945,102.0,166.0,275.0,245.0,391.0,393.0,11
458,60.0,61.0,-120.16719637900408,155.0,106.0,284.0,220.0,372.0,353.0,9
459,150.0,80.0,-115.43527558458555,156.0,180.0,274.0,245.0,375.0,367.0,8
460,153.0,23.0,-121.92089553673112,180.0,115.0,273.0,217.0,395.0,375.0,10
461,162.0,67.0,-118.15897530849848,121.0,190.0,281.0,258.0,375.0,358.0,8
462,95.0,65.0,-117.18592725752504,127.0,161.0,287.0,251.0,395.0,316.0,8
463,169.0,96.0,-116.19505148459696,139.0,138.0,252.0,221.0,397.0,352.0,8
464,95.0,24.0,-121.64337021212624,131.0,164.0,281.0,243.0,399.0,313.0,10
465,143.0,10.0,-122.75745461933636,190.0,153.0,272.0,258.0,361.0,353.0,11
466,62.0,8.0,-123.80881528935546,136.0,165.0,297.0,282.0,353.0,344.0,12
467,158.0,40.0,-120.60287421643022,103.0,136.0,272.0,211.0,351.0,317.0,9
468,173.0,86.0,-117.49785761462788,132.0,109.0,272.0,262.0,353.0,360.0,8
469,140.0,87.0,-113.10594925819474,152.0,110.0,269.0,222.0,371.0,364.0,7
470,170.0,94.0,-116.48926308205436,164.0,183.0,272.0,271.0,400.0,376.0,8
471,159.0,76.0,-116.89316702761192,159.0,161.0,253.0,270.0,359.0,397.0,8
472,80.0,75.0,-117.15840945986892,132.0,188.0,281.0,221.0,363.0,340.0,8
473,89.0,32.0,-121.09254635714912,159.0,163.0,262.0,223.0,373.0,352.0,10
474,34.0,83.0,-121.124409613835,173.0,115.0,271.0,244.0,391.0,318.0,10
475,106.0,20.0,-121.80084961588584,124.0,193.0,281.0,247.0,357.0,359.0,10
476,117.0,104.0,-105.45508667898665,139.0,182.0,292.0,257.0,400.0,374.0,7
477,9.0,92.0,-122.93318144743536,164.0,144.0,275.0,294.0,374.0,303.0,11
478,37.0,26.0,-123.75787556415256,157.0,110.0,279.0,234.0,381.0,300.0,12
479,152.0,54.0,-118.90209561259158,141.0,178.0,266.0,281.0,369.0,312.0,9
480,125.0,41.0,-119.60337246733968,134.0,125.0,284.0,276.0,367.0,394.0,9
481,47.0,39.0,-122.4991624535723,122.0,143.0,279.0,284.0,389.0,348.0,11
482,143.0,49.0,-119.0641819749764,103.0,117.0,251.0,264.0,395.0,344.0,9
483,106.0,107.0,-106.90568117442396,187.0,182.0,269.0,249.0,374.0,397.0,7
484,68.0,29.0,-122.14174793021826,101.0,155.0,264.0,247.0,399.0,319.0,10
485,183.0,20.0,-123.20307985314346,126.0,131.0,268.0,296.0,383.0,384.0,11
486,69.0,51.0,-120.34179810336175,126.0,164.0,290.0,204.0,395.0,337.0,9
487,26.0,32.0,-123.99636398864138,173.0,193.0,275.0,268.0,361.0,341.0,12
488,58.0,55.0,-120.75466435875782,144.0,146.0,264.0,280.0,358.0,335.0,9
489,145.0,85.0,-114.0786351462272,136.0,102.0,293.0,201.0,392.0,348.0,7
490,109.0,67.0,-116.19337241140836,131.0,100.0,263.0,285.0,363.0,380.0,8
491,40.0,13.0,-124.32830787391948,177.0,127.0,256.0,212.0,381.0,363.0,12
492,137.0,71.0,-115.78442219193612,166.0,144.0,263.0,291.0,391.0,316.0,8
493,176.0,51.0,-120.6246672470566,173.0,114.0,264.0,256.0,377.0,353.0,9
494,166.0,48.0,-120.27408054565456,138.0,188.0,254.0,241.0,390.0,327.0,9
495,133.0,69.0,-115.9209987487562,175.0,101.0,283.0,292.0,395.0,359.0,8
496,27.0,77.0,-121.93679258165366,169.0,129.0,292.0,230.0,375.0,400.0,10
497,29.0,40.0,-123.44850122894084,110.0,127.0,281.0,204.0,357.0,362.0,12
498,100.0,50.0,-118.85911537069248,197.0,182.0,281.0,281.0,381.0,301.0,9
499,71.0,81.0,-117.51174597023204,147.0,142.0,279.0,256.0,361.0,306.0,8
500,77.0,60.0,-118.98877246218709,127.0,108.0,269.0,284.0,357.0,394.0,9
501,10.0,4.0,-125.9456533686616,170.0,135.0,282.0,299.0,386.0,341.0,12
502,52.0,99.0,-118.6556409359298,169.0,176.0,253.0,277.0,384.0,347.0,9
503,131.0,15.0,-122.19684535943026,164.0,183.0,251.0,248.0,384.0,343.0,10
504,146.0,72.0,-116.23636556347373,107.0,126.0,259.0,241.0,374.0,331.0,8
505,185.0,47.0,-121.48309148340864,159.0,162.0,257.0,279.0,384.0,384.0,10
506,26.0,30.0,-124.09205602383248,176.0,188.0,282.0,209.0,386.0,380.0,12
507,138.0,21.0,-121.76191558142408,127.0,163.0,261.0,209.0,369.0,368.0,10
508,157.0,21.0,-122.19986924859408,121.0,195.0,275.0,231.0,377.0,378.0,11
509,113.0,75.0,-114.64027548829948,194.0,163.0,267.0,210.0,365.0,375.0,7
510,171.0,15.0,-123.093848956515,144.0,131.0,296.0,251.0,374.0,377.0,11
511,156.0,44.0,-120.13563182761362,101.0,137.0,271.0,248.0,377.0,387.0,9
512,120.0,23.0,-121.4360174488491,155.0,145.0,257.0,259.0,363.0,300.0,10
513,101.0,52.0,-118.58345904845648,199.0,199.0,292.0,243.0,368.0,308.0,8
514,72.0,58.0,-119.53156568052027,161.0,173.0,296.0,275.0,370.0,394.0,9
515,105.0,71.0,-115.7044580733515,121.0,115.0,251.0,291.0,371.0,396.0,8
516,70.0,2.0,-123.95193303411573,157.0,197.0,261.0,205.0,390.0,305.0,12
517,1.0,73.0,-123.93685357506412,103.0,157.0,267.0,217.0,372.0,331.0,12
518,74.0,86.0,-116.69798654205744,123.0,168.0,268.0,297.0,350.0,398.0,8
519,108.0,60.0,-117.29457715197135,170.0,197.0,250.0,241.0,353.0,320.0,8
520,145.0,65.0,-117.15426622295404,114.0,132.0,283.0,245.0,365.0,393.0,8
521,161.0,43.0,-120.46463690845168,182.0,136.0,286.0,246.0,397.0,377.0,9
522,28.0,23.0,-124.33460356151043,164.0,188.0,283.0,243.0,384.0,300.0,12
523,178.0,4.0,-124.04380304109534,138.0,107.0,271.0,217.0,399.0,337.0,12
524,138.0,108.0,-107.82903892291344,178.0,147.0,251.0,300.0,400.0,305.0,7
525,168.0,40.0,-121.06885289235817,158.0,140.0,296.0,273.0,371.0,314.0,10
526,84.0,59.0,-118.61670145026946,187.0,195.0,289.0,289.0,395.0,356.0,9
527,68.0,92.0,-116.98322833040568,177.0,124.0,298.0,245.0,364.0,318.0,8
528,184.0,56.0,-120.78648091142972,187.0,111.0,265.0,244.0,359.0,383.0,9
529,44.0,32.0,-123.077520624424,170.0,189.0,268.0,206.0,352.0,338.0,11
530,71.0,89.0,-116.81903382546255,129.0,157.0,282.0,246.0,376.0,304.0,8
531,19.0,48.0,-123.65912156977468,186.0,195.0,266.0,243.0,383.0,368.0,12
532,85.0,14.0,-122.70723025012344,121.0,170.0,288.0,221.0,396.0,364.0,11
533,176.0,47.0,-120.939218892006,187.0,197.0,281.0,289.0,358.0,328.0,10
534,16.0,80.0,-122.69154448986107,145.0,132.0,284.0,218.0,399.0,350.0,11
535,1.0,76.0,-123.8608620013141,123.0,188.0,272.0,200.0,379.0,310.0,12
536,42.0,90.0,-120.10179859161956,168.0,188.0,251.0,254.0,350.0,349.0,9
537,42.0,108.0,-119.5820088521908,172.0,155.0,278.0,220.0,354.0,313.0,9
538,132.0,94.0,-110.4311365831598,176.0,168.0,264.0,242.0,383.0,307.0,7
539,33.0,91.0,-120.9371158708448,132.0,175.0,270.0,274.0,385.0,341.0,10
540,41.0,13.0,-124.2879803818474,144.0,193.0,295.0,259.0,393.0,382.0,12
541,92.0,100.0,-112.14396386887589,147.0,139.0,288.0,213.0,378.0,345.0,7
542,153.0,75.0,-116.42682536219158,101.0,111.0,260.0,251.0,382.0,321.0,8
543,62.0,7.0,-123.87204843443264,170.0,150.0,298.0,262.0,399.0,372.0,12
544,158.0,14.0,-122.7721138776871,158.0,167.0,256.0,300.0,356.0,307.0,11
545,157.0,105.0,-113.36114690031812,113.0,138.0,266.0,230.0,368.0,316.0,7
546,114.0,100.0,-107.67595754888708,106.0,146.0,252.0,249.0,377.0,376.0,7
547,159.0,75.0,-117.00854376627944,126.0,172.0,276.0,236.0,386.0,327.0,8
548,93.0,88.0,-113.90054426983671,187.0,196.0,265.0,285.0,389.0,323.0,7
549,120.0,64.0,-116.4910570388696,165.0,191.0,255.0,219.0,354.0,319.0,8
550,183.0,29.0,-122.60913743313128,182.0,200.0,253.0,247.0,362.0,369.0,11
551,100.0,78.0,-114.84034861885593,197.0,160.0,272.0,246.0,352.0,367.0,7
552,24.0,5.0,-125.35986582988728,132.0,198.0,256.0,260.0,396.0,385.0,12
553,173.0,59.0,-119.76519393300136,188.0,125.0,264.0,286.0,357.0,317.0,9
554,4.0,12.0,-125.86810331936223,128.0,111.0,297.0,266.0,379.0,382.0,12
555,112.0,7.0,-122.83572120883298,143.0,133.0,290.0,283.0,366.0,310.0,11
556,11.0,4.0,-125.90686733507746,124.0,138.0,269.0,209.0,381.0,375.0,12
557,3.0,48.0,-124.57919582101974,160.0,134.0,295.0,236.0,359.0,328.0,12
558,143.0,93.0,-112.33170774623582,128.0,195.0,260.0,246.0,361.0,324.0,7
559,77.0,54.0,-119.57249589005924,128.0,163.0,252.0,278.0,396.0,392.0,9
560,147.0,71.0,-116.45734689682118,160.0,174.0,259.0,209.0,374.0,395.0,8
561,172.0,56.0,-119.9494417618989,117.0,152.0,256.0,226.0,351.0,367.0,9
562,154.0,22.0,-122.03188876385036,180.0,192.0,267.0,211.0,365.0,399.0,10
563,143.0,48.0,-119.17857888928484,110.0,119.0,258.0,300.0,354.0,380.0,9
564,86.0,103.0,-113.0316570423012,154.0,160.0,259.0,288.0,381.0,347.0,7
565,35.0,12.0,-124.58349431133108,166.0,159.0,252.0,281.0,400.0,349.0,12
566,141.0,22.0,-121.72531111676643,157.0,129.0,255.0,235.0,392.0,397.0,10
567,120.0,102.0,-106.32620800964052,145.0,106.0,279.0,224.0,359.0,373.0,7
568,75.0,5.0,-123.6175703120526,160.0,157.0,274.0,258.0,361.0,357.0,12
569,3.0,58.0,-124.24700917001826,147.0,185.0,285.0,220.0,359.0,391.0,12
570,35.0,24.0,-123.9584128802671,120.0,112.0,285.0,258.0,374.0,399.0,12
571,119.0,82.0,-113.01262089727771,153.0,181.0,250.0,222.0,387.0,364.0,7
572,122.0,63.0,-116.65430118768175,158.0,183.0,295.0,218.0,378.0,384.0,8
573,125.0,23.0,-121.44671082020936,184.0,191.0,294.0,265.0,351.0,354.0,10
574,177.0,96.0,-117.32653619278928,180.0,151.0,286.0,226.0,350.0,317.0,8
575,49.0,81.0,-119.82329819302814,132.0,192.0,255.0,209.0,388.0,342.0,9
576,4.0,79.0,-123.5837005552574,131.0,171.0,250.0,291.0,389.0,322.0,12
577,98.0,86.0,-113.600732650665,160.0,165.0,290.0,278.0,358.0,337.0,7
578,59.0,17.0,-123.33873348966202,110.0,111.0,275.0,235.0,361.0,359.0,11
579,149.0,14.0,-122.55440266675164,132.0,187.0,275.0,221.0,370.0,309.0,11
580,82.0,22.0,-122.16593907820452,142.0,120.0,277.0,234.0,391.0,303.0,10
581,145.0,31.0,-120.99496642091312,153.0,120.0,292.0,299.0,357.0,343.0,10
582,71.0,104.0,-115.7576741467428,145.0,118.0,252.0,264.0,395.0,305.0,8
583,93.0,103.0,-111.4678771479296,110.0,167.0,256.0,300.0,363.0,363.0,7
584,172.0,7.0,-123.66793954487343,185.0,137.0,292.0,300.0,359.0,310.0,12
585,22.0,69.0,-122.61554113604606,178.0,123.0,297.0,241.0,369.0,400.0,11
586,86.0,79.0,-116.05826015549088,172.0,103.0,273.0,254.0,391.0,341.0,8
587,103.0,30.0,-120.92342167940436,159.0,145.0,273.0,219.0,372.0,305.0,10
588,182.0,12.0,-123.67587498022613,192.0,196.0,252.0,255.0,354.0,347.0,12
589,21.0,110.0,-121.66784534794832,147.0,156.0,297.0,259.0,361.0,364.0,10
590,111.0,101.0,-107.74605730097024,192.0,168.0,251.0,278.0,376.0,384.0,7
591,76.0,96.0,-115.51021016715852,180.0,117.0,279.0,227.0,359.0,390.0,8
592,124.0,23.0,-121.4426674187416,158.0,144.0,250.0,216.0,359.0,310.0,10
593,114.0,103.0,-106.37442706501272,105.0,176.0,292.0,204.0,394.0,333.0,7
594,140.0,12.0,-122.55167056689578,168.0,159.0,267.0,238.0,379.0,322.0,11
595,163.0,82.0,-116.66675059575218,170.0,163.0,266.0,235.0,391.0,392.0,8
596,150.0,19.0,-122.17384518531972,196.0,133.0,293.0,201.0,360.0,364.0,10
597,59.0,91.0,-118.18821793513744,168.0,109.0,273.0,215.0,400.0,358.0,8
598,95.0,50.0,-119.0473902931972,156.0,121.0,251.0,260.0,381.0,377.0,9
599,31.0,82.0,-121.42237467584036,111.0,197.0,289.0,293.0,361.0,376.0,10
