x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
147.0,1.0,-123.49966622329076,108.0,105.0,257.0,228.0,344.0,373.0,7
153.0,60.0,-118.2799068597489,156.0,124.0,202.0,287.0,381.0,353.0,7
112.0,42.0,-119.52254713671633,111.0,110.0,256.0,248.0,385.0,383.0,9
92.0,79.0,-115.42702348556764,171.0,145.0,289.0,222.0,378.0,367.0,10
83.0,109.0,-113.16310692803624,147.0,134.0,226.0,222.0,381.0,352.0,7
90.0,98.0,-112.8420728492446,139.0,125.0,275.0,252.0,302.0,323.0,11
121.0,78.0,-113.90742005556976,127.0,135.0,210.0,280.0,309.0,382.0,7
115.0,98.0,-108.36006340443284,187.0,168.0,269.0,255.0,321.0,343.0,12
65.0,12.0,-123.44968589278346,111.0,118.0,292.0,254.0,354.0,374.0,8
152.0,63.0,-117.86052184399152,117.0,197.0,265.0,223.0,399.0,375.0,7
24.0,52.0,-123.1825280809524,122.0,165.0,272.0,230.0,372.0,322.0,10
12.0,98.0,-122.59090912345582,166.0,197.0,286.0,244.0,371.0,396.0,10
41.0,98.0,-119.9300884867871,134.0,200.0,296.0,242.0,313.0,363.0,10
20.0,31.0,-124.34665161516855,120.0,141.0,276.0,253.0,370.0,381.0,11
179.0,48.0,-121.04350779641572,139.0,128.0,279.0,260.0,337.0,362.0,8
45.0,99.0,-119.46614895643552,184.0,145.0,270.0,220.0,319.0,399.0,7
71.0,62.0,-119.24259490907484,104.0,136.0,289.0,204.0,336.0,335.0,7
106.0,23.0,-121.53202549049558,161.0,146.0,257.0,255.0,357.0,399.0,7
162.0,75.0,-117.30581040061418,182.0,137.0,226.0,297.0,328.0,333.0,9
75.0,26.0,-122.08996569796544,120.0,121.0,281.0,226.0,371.0,393.0,8
61.0,46.0,-121.22416473533175,172.0,101.0,210.0,205.0,331.0,375.0,7
32.0,19.0,-124.35266361171526,196.0,144.0,278.0,240.0,341.0,331.0,10
51.0,32.0,-122.72602026931683,199.0,131.0,271.0,213.0,386.0,321.0,7
6.0,46.0,-124.48257380774766,124.0,140.0,270.0,223.0,321.0,368.0,7
169.0,108.0,-115.4725513972872,194.0,117.0,262.0,299.0,350.0,350.0,12
21.0,79.0,-122.33969872297352,178.0,144.0,289.0,201.0,390.0,323.0,7
32.0,10.0,-124.80570783370224,154.0,159.0,209.0,208.0,302.0,389.0,7
119.0,51.0,-118.3703977855609,197.0,154.0,271.0,250.0,391.0,382.0,10
39.0,98.0,-120.13912635462924,155.0,138.0,282.0,210.0,307.0,309.0,7
182.0,81.0,-118.86479270065472,114.0,124.0,293.0,234.0,381.0,366.0,10
68.0,93.0,-116.9116185813324,138.0,104.0,217.0,268.0,301.0,321.0,7
20.0,8.0,-125.3805521604605,189.0,178.0,204.0,247.0,375.0,318.0,7
24.0,12.0,-125.0350782420054,162.0,120.0,293.0,280.0,355.0,324.0,7
102.0,100.0,-109.94987119559954,148.0,153.0,218.0,264.0,394.0,338.0,7
133.0,19.0,-121.87103218986474,135.0,169.0,241.0,216.0,394.0,325.0,7
10.0,55.0,-123.92576260690214,157.0,138.0,249.0,241.0,311.0,352.0,7
63.0,97.0,-117.339889647719,174.0,128.0,297.0,284.0,302.0,396.0,9
101.0,77.0,-114.9339781359347,158.0,172.0,228.0,248.0,377.0,384.0,7
171.0,58.0,-119.70713744200135,147.0,177.0,207.0,276.0,368.0,319.0,7
142.0,18.0,-122.0885497133912,179.0,114.0,208.0,288.0,329.0,313.0,7
184.0,46.0,-121.4920756560931,186.0,154.0,260.0,216.0,392.0,312.0,7
133.0,74.0,-115.05334460501632,126.0,160.0,200.0,243.0,333.0,400.0,7
115.0,104.0,-105.72655996523318,115.0,134.0,236.0,255.0,336.0,327.0,7
146.0,96.0,-112.298994853631,167.0,190.0,296.0,228.0,304.0,355.0,10
24.0,28.0,-124.28570229036438,138.0,144.0,259.0,214.0,323.0,346.0,7
139.0,104.0,-109.09575389338212,145.0,183.0,210.0,228.0,331.0,377.0,7
22.0,71.0,-122.54100065809794,197.0,123.0,220.0,293.0,300.0,309.0,9
102.0,10.0,-122.69145359080184,166.0,136.0,215.0,265.0,358.0,375.0,7
34.0,48.0,-122.75303895251524,101.0,172.0,256.0,228.0,326.0,335.0,7
161.0,15.0,-122.78060878245628,105.0,149.0,231.0,282.0,369.0,371.0,9
40.0,44.0,-122.60619435848383,114.0,160.0,274.0,297.0,400.0,369.0,8
82.0,34.0,-121.16287889128029,100.0,142.0,295.0,225.0,354.0,337.0,10
1.0,77.0,-123.83636740948388,113.0,134.0,230.0,224.0,352.0,326.0,7
2.0,46.0,-124.7033151196208,141.0,141.0,277.0,249.0,329.0,311.0,9
55.0,26.0,-122.92162007039406,157.0,195.0,204.0,274.0,301.0,377.0,7
7.0,73.0,-123.53672582998205,105.0,114.0,246.0,204.0,309.0,334.0,7
152.0,104.0,-112.37339773031972,139.0,151.0,236.0,288.0,360.0,389.0,9
5.0,92.0,-123.23354342997511,198.0,100.0,264.0,255.0,322.0,397.0,9
85.0,8.0,-123.15658018773549,149.0,152.0,233.0,281.0,350.0,349.0,9
129.0,54.0,-118.04684130334144,184.0,186.0,276.0,260.0,357.0,306.0,7
44.0,58.0,-121.54552585893369,159.0,114.0,238.0,229.0,304.0,387.0,7
169.0,50.0,-120.2731055649878,147.0,119.0,286.0,277.0,312.0,342.0,10
120.0,88.0,-111.46705895749054,173.0,103.0,240.0,292.0,398.0,307.0,9
19.0,20.0,-124.88617678465636,177.0,107.0,217.0,267.0,384.0,374.0,7
166.0,82.0,-117.01716366837624,116.0,194.0,275.0,295.0,302.0,365.0,12
88.0,1.0,-123.5970087478398,173.0,164.0,299.0,215.0,356.0,309.0,10
139.0,1.0,-123.38827961625006,188.0,111.0,232.0,241.0,333.0,349.0,7
5.0,33.0,-125.01630756733464,157.0,105.0,261.0,273.0,304.0,368.0,7
41.0,80.0,-120.62390448106665,122.0,141.0,218.0,220.0,332.0,397.0,7
37.0,60.0,-121.9344884071512,182.0,147.0,263.0,233.0,322.0,300.0,10
132.0,17.0,-122.0347854364988,105.0,130.0,248.0,300.0,343.0,314.0,11
37.0,33.0,-123.37962451930568,139.0,177.0,216.0,275.0,311.0,348.0,7
133.0,14.0,-122.29994958851958,145.0,147.0,235.0,275.0,324.0,320.0,9
95.0,82.0,-114.64172169150524,119.0,142.0,286.0,276.0,346.0,376.0,11
106.0,29.0,-120.96970119154192,139.0,181.0,253.0,292.0,385.0,368.0,12
184.0,30.0,-122.58882545955726,121.0,120.0,259.0,222.0,327.0,389.0,7
119.0,53.0,-118.10578637532451,151.0,116.0,257.0,219.0,330.0,327.0,7
47.0,98.0,-119.2749253346928,169.0,165.0,300.0,284.0,357.0,319.0,12
46.0,9.0,-124.31494080682862,198.0,200.0,262.0,254.0,354.0,344.0,11
148.0,13.0,-122.61256149450952,102.0,108.0,295.0,295.0,384.0,303.0,7
80.0,110.0,-113.7521631599902,162.0,171.0,216.0,200.0,321.0,397.0,7
2.0,22.0,-125.57299541859273,145.0,101.0,283.0,278.0,363.0,386.0,11
117.0,18.0,-121.89342525382084,137.0,118.0,237.0,257.0,389.0,382.0,7
90.0,45.0,-119.79620900373564,164.0,132.0,260.0,260.0,372.0,373.0,7
172.0,20.0,-122.7769726951365,124.0,154.0,234.0,263.0,381.0,315.0,8
75.0,29.0,-121.85398116201526,132.0,199.0,277.0,234.0,343.0,342.0,10
106.0,58.0,-117.6372727722074,140.0,157.0,232.0,212.0,391.0,380.0,7
20.0,70.0,-122.72292942636903,114.0,145.0,248.0,266.0,322.0,389.0,9
129.0,79.0,-113.8880570806248,200.0,147.0,261.0,225.0,370.0,380.0,7
95.0,39.0,-120.22893126293226,157.0,115.0,220.0,252.0,339.0,387.0,7
163.0,26.0,-121.99756748167502,102.0,100.0,249.0,249.0,316.0,329.0,12
129.0,28.0,-120.99959619823936,185.0,105.0,208.0,299.0,397.0,392.0,8
111.0,52.0,-118.31985909906057,136.0,111.0,201.0,211.0,349.0,376.0,7
147.0,90.0,-113.49578743151775,119.0,157.0,266.0,238.0,334.0,351.0,10
19.0,80.0,-122.4629036930728,140.0,155.0,278.0,292.0,316.0,359.0,8
90.0,20.0,-122.10413797255958,129.0,192.0,275.0,206.0,362.0,333.0,7
95.0,79.0,-115.1273249879712,181.0,132.0,277.0,273.0,363.0,381.0,8
106.0,110.0,-105.97555283137592,129.0,137.0,247.0,290.0,384.0,347.0,10
92.0,53.0,-118.8384373286236,165.0,178.0,257.0,282.0,304.0,355.0,9
136.0,107.0,-107.40734316379285,158.0,168.0,291.0,292.0,333.0,307.0,10
159.0,44.0,-120.27573090982992,114.0,132.0,239.0,230.0,355.0,306.0,7
63.0,78.0,-118.6140546015676,118.0,186.0,208.0,218.0,341.0,376.0,7
63.0,29.0,-122.36002916281716,183.0,126.0,241.0,272.0,327.0,388.0,9
51.0,19.0,-123.53347289327792,192.0,122.0,271.0,225.0,377.0,328.0,7
123.0,50.0,-118.50528094387276,195.0,126.0,294.0,233.0,322.0,304.0,10
171.0,96.0,-116.48848191438452,190.0,152.0,227.0,296.0,311.0,310.0,9
164.0,81.0,-116.88642938875888,106.0,111.0,252.0,297.0,360.0,315.0,7
24.0,97.0,-121.59889929165064,178.0,137.0,205.0,273.0,355.0,393.0,7
105.0,29.0,-120.98530053722166,131.0,160.0,238.0,292.0,321.0,368.0,9
16.0,104.0,-122.17233224193625,135.0,143.0,270.0,292.0,319.0,343.0,8
127.0,103.0,-106.45802928657562,181.0,137.0,201.0,270.0,343.0,354.0,7
61.0,3.0,-124.1526114096006,170.0,191.0,223.0,249.0,320.0,361.0,7
16.0,103.0,-122.18590791322436,193.0,156.0,234.0,284.0,324.0,349.0,9
118.0,108.0,-102.87687437385138,148.0,174.0,282.0,268.0,306.0,330.0,10
25.0,86.0,-121.79764898738084,105.0,116.0,249.0,257.0,371.0,315.0,7
75.0,87.0,-116.47582697197714,108.0,172.0,270.0,242.0,309.0,326.0,10
42.0,5.0,-124.68230711656136,194.0,164.0,250.0,266.0,340.0,396.0,10
13.0,93.0,-122.602749093749,171.0,123.0,230.0,273.0,392.0,372.0,9
106.0,80.0,-114.00176427842511,115.0,160.0,284.0,288.0,400.0,301.0,10
80.0,12.0,-122.9889279265731,120.0,174.0,213.0,228.0,364.0,359.0,7
95.0,96.0,-112.20893676588894,110.0,101.0,266.0,223.0,354.0,336.0,7
23.0,49.0,-123.37681927372998,180.0,126.0,269.0,251.0,364.0,364.0,11
46.0,8.0,-124.37101397663182,119.0,147.0,240.0,210.0,322.0,319.0,7
79.0,47.0,-120.12042662387624,120.0,106.0,222.0,284.0,381.0,326.0,9
11.0,49.0,-124.08779411474644,150.0,175.0,217.0,220.0,391.0,323.0,7
134.0,44.0,-119.38301581066104,113.0,137.0,297.0,284.0,317.0,326.0,7
125.0,40.0,-119.71623432592884,103.0,181.0,280.0,263.0,338.0,372.0,11
183.0,87.0,-118.59481441145392,131.0,184.0,247.0,247.0,390.0,359.0,10
24.0,2.0,-125.49804710606293,177.0,122.0,219.0,244.0,319.0,300.0,7
151.0,89.0,-114.2384998536468,160.0,143.0,267.0,223.0,377.0,322.0,7
164.0,28.0,-121.87509432296076,167.0,180.0,268.0,236.0,329.0,372.0,10
54.0,61.0,-120.6233867793152,167.0,197.0,225.0,273.0,355.0,305.0,9
49.0,10.0,-124.14569240751965,103.0,121.0,200.0,219.0,392.0,316.0,7
126.0,106.0,-104.77038471102344,100.0,141.0,264.0,299.0,324.0,374.0,10
29.0,83.0,-121.5570891564796,141.0,149.0,286.0,266.0,322.0,313.0,8
7.0,105.0,-122.89301100012386,200.0,125.0,258.0,269.0,348.0,355.0,10
3.0,95.0,-123.33015695162666,109.0,183.0,277.0,243.0,357.0,372.0,10
24.0,4.0,-125.40600105533588,200.0,170.0,240.0,281.0,350.0,304.0,9
65.0,4.0,-123.96792077192752,192.0,165.0,263.0,262.0,393.0,398.0,8
149.0,99.0,-112.39509883717972,178.0,175.0,262.0,286.0,393.0,328.0,8
58.0,101.0,-117.8191072354827,127.0,156.0,286.0,290.0,338.0,382.0,7
106.0,45.0,-119.27870353584284,194.0,193.0,262.0,227.0,374.0,366.0,7
85.0,89.0,-114.88956872832657,197.0,150.0,284.0,256.0,375.0,323.0,12
8.0,5.0,-125.9830624002947,126.0,110.0,255.0,246.0,352.0,372.0,8
28.0,6.0,-125.15843338722767,109.0,172.0,253.0,254.0,357.0,357.0,7
77.0,13.0,-123.00077292664164,185.0,128.0,232.0,206.0,304.0,330.0,7
101.0,20.0,-121.87406108214996,138.0,136.0,248.0,245.0,330.0,340.0,9
68.0,10.0,-123.48455266803072,162.0,132.0,285.0,262.0,322.0,332.0,10
152.0,87.0,-114.66749334882758,186.0,149.0,224.0,293.0,376.0,302.0,9
139.0,80.0,-114.35409908057495,114.0,144.0,275.0,281.0,347.0,370.0,8
145.0,70.0,-116.4523798035614,162.0,144.0,221.0,298.0,391.0,384.0,9
2.0,29.0,-125.3121381186036,149.0,117.0,210.0,297.0,311.0,383.0,9
17.0,67.0,-123.04214954555816,123.0,126.0,247.0,255.0,357.0,347.0,12
105.0,65.0,-116.66081466503412,138.0,159.0,207.0,277.0,351.0,395.0,7
78.0,2.0,-123.7447870016851,145.0,128.0,288.0,288.0,320.0,387.0,10
156.0,104.0,-113.2426987848705,135.0,152.0,235.0,218.0,363.0,321.0,7
100.0,75.0,-115.3504056173334,170.0,100.0,285.0,214.0,393.0,379.0,7
175.0,33.0,-121.95486278949728,106.0,187.0,245.0,274.0,318.0,313.0,7
181.0,54.0,-120.72406907792006,168.0,181.0,234.0,294.0,388.0,363.0,9
113.0,104.0,-106.09808762269309,199.0,169.0,280.0,240.0,321.0,376.0,10
10.0,15.0,-125.4952324978566,148.0,141.0,244.0,244.0,364.0,341.0,7
7.0,53.0,-124.17611690188178,134.0,124.0,281.0,294.0,351.0,363.0,8
181.0,32.0,-122.31017685461222,164.0,159.0,219.0,234.0,318.0,327.0,7
1.0,105.0,-123.35141480801995,108.0,100.0,300.0,228.0,392.0,394.0,10
39.0,79.0,-120.84831141880828,125.0,200.0,200.0,282.0,353.0,329.0,7
126.0,7.0,-122.82336854040408,123.0,184.0,260.0,298.0,366.0,370.0,7
20.0,12.0,-125.20117045747875,128.0,107.0,285.0,233.0,328.0,306.0,10
148.0,75.0,-115.96637827699924,183.0,109.0,207.0,297.0,330.0,357.0,7
42.0,64.0,-121.3541452161225,158.0,176.0,211.0,228.0,342.0,370.0,7
86.0,50.0,-119.4618084386135,178.0,123.0,261.0,232.0,316.0,303.0,7
98.0,49.0,-119.04655446470711,183.0,151.0,244.0,216.0,344.0,341.0,7
14.0,41.0,-124.23343125962028,164.0,187.0,242.0,213.0,325.0,302.0,7
161.0,7.0,-123.36141051797463,144.0,148.0,240.0,232.0,399.0,397.0,7
49.0,64.0,-120.81423558603969,143.0,111.0,256.0,210.0,329.0,362.0,7
136.0,90.0,-111.9705516458509,151.0,123.0,228.0,227.0,375.0,378.0,7
94.0,35.0,-120.65572698812169,115.0,121.0,293.0,289.0,393.0,382.0,10
13.0,40.0,-124.32830787391948,193.0,100.0,299.0,268.0,354.0,399.0,8
