,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
309,152.0,11.0,-122.8529586648486,175.0,168.0,214.0,270.0,304.0,308.0,9
310,60.0,96.0,-117.78981582718636,126.0,178.0,255.0,278.0,343.0,324.0,7
311,124.0,57.0,-117.5661117168956,139.0,169.0,293.0,260.0,400.0,333.0,7
312,16.0,54.0,-123.59606125401164,107.0,162.0,246.0,285.0,311.0,332.0,9
313,0.0,105.0,-123.42564028276118,187.0,133.0,288.0,202.0,320.0,374.0,9
314,26.0,37.0,-123.75787556415256,129.0,179.0,200.0,242.0,400.0,387.0,9
315,132.0,6.0,-122.93863466375576,108.0,149.0,234.0,200.0,326.0,318.0,9
316,140.0,109.0,-108.30300996471246,141.0,135.0,222.0,240.0,324.0,340.0,7
317,62.0,103.0,-117.18644289653616,170.0,187.0,214.0,291.0,300.0,360.0,7
318,86.0,58.0,-118.6010615939604,182.0,175.0,227.0,239.0,359.0,392.0,7
319,189.0,21.0,-123.38948821658212,195.0,156.0,251.0,279.0,392.0,314.0,9
320,155.0,94.0,-114.17784174395469,137.0,179.0,252.0,287.0,322.0,316.0,7
321,10.0,84.0,-123.03305355148972,174.0,114.0,284.0,235.0,359.0,337.0,9
322,68.0,95.0,-116.77295180099368,197.0,160.0,239.0,246.0,333.0,331.0,7
323,163.0,78.0,-117.08850049675516,108.0,147.0,203.0,299.0,346.0,320.0,7
324,20.0,63.0,-122.98541946425937,152.0,140.0,250.0,243.0,392.0,323.0,9
325,183.0,98.0,-118.01177822807102,172.0,132.0,268.0,229.0,355.0,394.0,7
326,4.0,19.0,-125.59767366725843,147.0,184.0,250.0,226.0,315.0,314.0,12
327,154.0,48.0,-119.6429144215994,155.0,131.0,216.0,255.0,332.0,353.0,7
328,170.0,68.0,-118.73807046896948,186.0,109.0,233.0,285.0,343.0,314.0,7
329,91.0,24.0,-121.74174212613272,121.0,195.0,210.0,265.0,384.0,323.0,8
330,169.0,17.0,-122.88533987823864,153.0,161.0,253.0,245.0,323.0,369.0,9
331,20.0,100.0,-121.89115310427422,114.0,122.0,236.0,227.0,307.0,326.0,8
332,173.0,20.0,-122.81389610799609,130.0,118.0,219.0,269.0,306.0,385.0,8
333,185.0,50.0,-121.27491600670628,175.0,153.0,283.0,223.0,313.0,382.0,8
334,35.0,63.0,-121.92784904813522,136.0,129.0,234.0,268.0,368.0,316.0,8
335,177.0,105.0,-116.88370737854808,109.0,187.0,235.0,265.0,341.0,391.0,7
336,45.0,110.0,-119.20257303126608,166.0,170.0,223.0,244.0,381.0,304.0,7
337,113.0,110.0,-102.95032803205578,142.0,157.0,299.0,262.0,359.0,397.0,7
338,20.0,25.0,-124.61597169447404,113.0,174.0,262.0,261.0,364.0,370.0,11
339,169.0,18.0,-122.8135773258772,190.0,158.0,261.0,221.0,324.0,352.0,8
340,59.0,109.0,-117.41014544396148,161.0,195.0,244.0,243.0,324.0,398.0,7
341,65.0,93.0,-117.31264589539748,186.0,145.0,249.0,273.0,395.0,390.0,7
342,109.0,86.0,-112.47334402163888,190.0,123.0,207.0,285.0,319.0,398.0,7
343,146.0,38.0,-120.3448356734635,179.0,194.0,274.0,277.0,387.0,314.0,7
344,160.0,6.0,-123.40701913047396,190.0,174.0,272.0,228.0,334.0,309.0,9
345,25.0,24.0,-124.426415017412,173.0,131.0,300.0,258.0,343.0,305.0,10
346,106.0,44.0,-119.39386535804886,129.0,180.0,240.0,284.0,312.0,377.0,7
347,133.0,80.0,-113.89927095818756,114.0,124.0,252.0,229.0,317.0,339.0,7
348,135.0,93.0,-111.1042853917535,156.0,186.0,255.0,236.0,361.0,318.0,7
349,67.0,84.0,-117.71597458267198,173.0,196.0,244.0,237.0,325.0,315.0,7
350,38.0,91.0,-120.4608925167031,149.0,110.0,215.0,224.0,395.0,357.0,7
351,96.0,74.0,-115.82031888181145,198.0,151.0,244.0,250.0,302.0,317.0,7
352,48.0,60.0,-121.136488302536,125.0,154.0,284.0,202.0,334.0,373.0,8
353,45.0,5.0,-124.57383941867852,152.0,170.0,299.0,203.0,376.0,324.0,10
354,92.0,95.0,-112.92302270578566,132.0,195.0,224.0,263.0,312.0,341.0,7
355,12.0,51.0,-123.95347602242882,100.0,126.0,283.0,217.0,335.0,358.0,10
356,186.0,7.0,-124.12333351565266,147.0,132.0,237.0,243.0,328.0,398.0,10
357,172.0,33.0,-121.81679124512362,179.0,119.0,234.0,272.0,325.0,375.0,8
358,141.0,70.0,-116.18261360518824,131.0,174.0,201.0,260.0,382.0,364.0,7
359,138.0,57.0,-117.89235486343487,150.0,100.0,258.0,284.0,353.0,300.0,7
360,44.0,13.0,-124.16792191422472,121.0,121.0,290.0,289.0,329.0,345.0,10
361,160.0,97.0,-114.6818246129892,194.0,162.0,255.0,241.0,350.0,313.0,7
362,175.0,89.0,-117.51884453891984,166.0,171.0,211.0,273.0,332.0,318.0,7
363,86.0,74.0,-116.69798654205744,112.0,138.0,294.0,254.0,312.0,372.0,7
364,39.0,10.0,-124.52868546520668,195.0,156.0,294.0,248.0,390.0,340.0,10
365,5.0,107.0,-123.02926910346665,187.0,147.0,292.0,286.0,324.0,323.0,9
366,19.0,70.0,-122.79472149730988,186.0,107.0,211.0,300.0,377.0,331.0,8
367,104.0,82.0,-113.75755831627214,168.0,177.0,204.0,219.0,321.0,395.0,7
368,142.0,105.0,-109.71166844148496,108.0,124.0,223.0,210.0,350.0,336.0,7
369,121.0,3.0,-123.1254855947072,183.0,140.0,207.0,203.0,315.0,372.0,9
370,11.0,105.0,-122.5742042913604,119.0,184.0,298.0,253.0,400.0,313.0,8
371,121.0,71.0,-115.29166772107962,114.0,184.0,253.0,292.0,386.0,348.0,7
372,187.0,35.0,-122.40531552216883,149.0,116.0,283.0,240.0,381.0,328.0,8
373,26.0,64.0,-122.52922614251432,178.0,150.0,254.0,241.0,323.0,350.0,8
374,103.0,0.0,-123.4455846087462,108.0,180.0,207.0,283.0,354.0,354.0,9
375,14.0,25.0,-124.89950369594764,138.0,189.0,251.0,222.0,386.0,327.0,11
376,118.0,50.0,-118.50306811346049,136.0,194.0,240.0,289.0,400.0,348.0,7
377,51.0,89.0,-119.20627917076598,164.0,132.0,269.0,208.0,307.0,347.0,7
378,162.0,20.0,-122.43244478925618,127.0,169.0,208.0,211.0,341.0,363.0,8
379,136.0,6.0,-122.97611677363372,126.0,127.0,217.0,284.0,385.0,328.0,9
380,168.0,81.0,-117.34119235152085,166.0,176.0,294.0,282.0,323.0,352.0,7
381,36.0,27.0,-123.75216058884826,196.0,200.0,259.0,269.0,354.0,313.0,9
382,179.0,31.0,-122.2859320503022,152.0,150.0,239.0,224.0,330.0,399.0,8
383,33.0,41.0,-123.17312195404767,195.0,197.0,246.0,243.0,391.0,375.0,9
384,78.0,39.0,-120.8935041986078,191.0,123.0,296.0,298.0,384.0,319.0,8
385,75.0,78.0,-117.3571338776526,135.0,184.0,205.0,200.0,382.0,315.0,7
386,23.0,1.0,-125.58101298657505,171.0,195.0,299.0,251.0,320.0,379.0,12
387,7.0,54.0,-124.14122675301309,182.0,170.0,206.0,232.0,311.0,398.0,10
388,65.0,3.0,-124.0311308884531,132.0,156.0,202.0,243.0,357.0,386.0,10
389,71.0,36.0,-121.46769060347197,130.0,135.0,280.0,213.0,312.0,389.0,8
390,161.0,71.0,-117.64494106601526,127.0,114.0,252.0,269.0,335.0,368.0,7
391,0.0,15.0,-125.92245599599896,149.0,181.0,243.0,209.0,377.0,320.0,12
392,154.0,104.0,-112.8160696432741,104.0,152.0,226.0,291.0,327.0,309.0,7
393,47.0,80.0,-120.06803983009894,164.0,139.0,251.0,221.0,344.0,382.0,7
394,83.0,81.0,-116.14153784707972,172.0,103.0,235.0,264.0,366.0,330.0,7
395,53.0,16.0,-123.63540792850614,144.0,171.0,246.0,289.0,312.0,372.0,9
396,71.0,42.0,-120.97993163230508,171.0,147.0,258.0,292.0,301.0,352.0,8
397,142.0,82.0,-114.27186444297703,116.0,129.0,255.0,243.0,385.0,330.0,7
398,126.0,76.0,-114.39914897574464,106.0,121.0,210.0,219.0,313.0,379.0,7
399,17.0,110.0,-122.0211084626915,192.0,138.0,222.0,241.0,366.0,330.0,8
400,186.0,56.0,-120.92705071548627,120.0,180.0,266.0,213.0,311.0,361.0,8
401,22.0,39.0,-123.88209608247668,106.0,169.0,256.0,293.0,382.0,343.0,10
402,156.0,63.0,-118.13638604270616,131.0,137.0,217.0,263.0,377.0,368.0,7
403,148.0,6.0,-123.14990108480136,197.0,107.0,282.0,244.0,376.0,375.0,9
404,70.0,13.0,-123.21658400616349,196.0,187.0,270.0,293.0,393.0,325.0,9
405,147.0,89.0,-113.66303861024208,134.0,199.0,276.0,209.0,391.0,302.0,7
406,73.0,100.0,-115.6781341415888,121.0,194.0,240.0,265.0,383.0,306.0,7
407,73.0,96.0,-115.97254242339648,138.0,174.0,220.0,219.0,389.0,338.0,7
408,46.0,35.0,-122.79617946054928,115.0,185.0,282.0,210.0,368.0,385.0,8
409,110.0,25.0,-121.30036307967912,162.0,114.0,260.0,267.0,377.0,390.0,8
410,156.0,110.0,-112.75080303155563,157.0,121.0,272.0,260.0,390.0,373.0,7
411,101.0,2.0,-123.32023251874,110.0,199.0,299.0,209.0,362.0,321.0,9
412,158.0,90.0,-115.12701117569632,183.0,174.0,227.0,222.0,308.0,364.0,7
413,58.0,14.0,-123.56844113339912,100.0,163.0,272.0,209.0,392.0,338.0,9
414,140.0,70.0,-116.12032943011825,126.0,170.0,269.0,203.0,346.0,387.0,7
415,85.0,21.0,-122.1565731376808,147.0,169.0,203.0,246.0,317.0,370.0,8
416,131.0,93.0,-110.59744280045464,102.0,189.0,226.0,276.0,304.0,307.0,7
417,180.0,52.0,-120.80635471197152,172.0,126.0,240.0,293.0,371.0,313.0,8
418,137.0,52.0,-118.50139512527367,110.0,132.0,200.0,298.0,368.0,359.0,7
419,169.0,11.0,-123.3067750234184,135.0,198.0,266.0,250.0,300.0,352.0,9
420,32.0,46.0,-122.97645815190728,115.0,151.0,242.0,265.0,301.0,382.0,9
421,82.0,104.0,-113.75755831627214,115.0,153.0,292.0,274.0,389.0,393.0,7
422,103.0,12.0,-122.51725552467032,181.0,105.0,230.0,230.0,340.0,387.0,8
423,165.0,9.0,-123.32789795320406,119.0,136.0,269.0,272.0,326.0,313.0,9
424,145.0,71.0,-116.3068231985086,141.0,151.0,291.0,253.0,363.0,337.0,7
425,103.0,108.0,-107.66133655691723,155.0,116.0,219.0,219.0,325.0,300.0,7
426,75.0,81.0,-117.0594457864245,114.0,121.0,246.0,274.0,351.0,384.0,7
427,66.0,46.0,-120.93081292524244,145.0,169.0,260.0,249.0,327.0,364.0,8
428,4.0,55.0,-124.28503911987252,176.0,111.0,289.0,228.0,335.0,352.0,10
429,80.0,100.0,-114.48750354118252,192.0,131.0,256.0,283.0,305.0,311.0,7
430,169.0,83.0,-117.2738415167846,155.0,162.0,246.0,298.0,395.0,301.0,7
431,151.0,73.0,-116.510098880474,125.0,136.0,297.0,262.0,376.0,341.0,7
432,126.0,101.0,-107.19169811886776,112.0,102.0,277.0,221.0,399.0,320.0,7
433,148.0,37.0,-120.50753378355633,182.0,151.0,224.0,211.0,330.0,378.0,7
434,79.0,95.0,-115.1273249879712,183.0,164.0,265.0,205.0,332.0,314.0,7
435,78.0,93.0,-115.47731457562426,196.0,124.0,279.0,238.0,327.0,365.0,7
436,40.0,55.0,-121.99270590805035,111.0,156.0,274.0,244.0,363.0,326.0,8
437,55.0,63.0,-120.41004650787812,169.0,156.0,238.0,216.0,383.0,394.0,7
438,21.0,10.0,-125.25017827292427,157.0,148.0,246.0,261.0,310.0,351.0,12
439,42.0,68.0,-121.13800270693903,110.0,140.0,224.0,283.0,325.0,325.0,8
440,122.0,42.0,-119.47477117522617,174.0,165.0,293.0,276.0,334.0,314.0,7
441,15.0,105.0,-122.2439691920258,109.0,179.0,226.0,299.0,313.0,308.0,8
442,183.0,70.0,-119.71526816010036,146.0,111.0,226.0,268.0,340.0,311.0,7
443,86.0,48.0,-119.66775143286782,153.0,129.0,239.0,217.0,333.0,305.0,7
444,107.0,84.0,-113.08951022002336,115.0,159.0,221.0,233.0,360.0,326.0,7
445,145.0,35.0,-120.61164132261192,130.0,102.0,289.0,271.0,366.0,321.0,7
446,153.0,68.0,-117.32038458641436,141.0,180.0,250.0,207.0,314.0,332.0,7
447,171.0,47.0,-120.64612643487872,116.0,159.0,293.0,288.0,309.0,368.0,7
448,83.0,34.0,-121.124409613835,199.0,101.0,244.0,216.0,328.0,396.0,8
449,113.0,71.0,-115.38765133243731,146.0,116.0,283.0,247.0,386.0,375.0,7
450,93.0,2.0,-123.43582015776728,189.0,117.0,274.0,233.0,329.0,362.0,9
451,95.0,31.0,-121.00852138017224,194.0,125.0,280.0,235.0,345.0,343.0,8
452,39.0,50.0,-122.33370325140618,137.0,145.0,286.0,229.0,304.0,303.0,8
453,103.0,5.0,-123.0700436964008,148.0,100.0,267.0,210.0,343.0,366.0,9
454,20.0,66.0,-122.87061753087644,114.0,176.0,203.0,200.0,385.0,304.0,9
455,23.0,103.0,-121.57600656615232,118.0,156.0,248.0,220.0,386.0,303.0,8
456,57.0,110.0,-117.66756697926948,163.0,191.0,281.0,245.0,344.0,380.0,7
457,32.0,110.0,-120.61942708255378,124.0,105.0,272.0,222.0,336.0,387.0,7
458,1.0,25.0,-125.50697428040024,112.0,170.0,298.0,243.0,353.0,358.0,12
459,51.0,6.0,-124.30457123870023,167.0,102.0,218.0,256.0,386.0,390.0,10
460,136.0,85.0,-113.0911121030158,143.0,134.0,211.0,254.0,351.0,303.0,7
461,121.0,83.0,-112.7702752305281,185.0,111.0,298.0,215.0,360.0,347.0,7
462,51.0,69.0,-120.34179810336175,117.0,136.0,278.0,295.0,301.0,342.0,7
463,166.0,33.0,-121.55250011765958,159.0,129.0,293.0,214.0,300.0,373.0,8
464,51.0,53.0,-121.36920833239547,152.0,146.0,234.0,286.0,316.0,315.0,8
465,57.0,32.0,-122.43128085376236,130.0,149.0,273.0,238.0,321.0,328.0,8
466,3.0,15.0,-125.79465916432405,193.0,120.0,255.0,294.0,396.0,324.0,12
467,177.0,72.0,-119.02657146857015,150.0,125.0,293.0,239.0,339.0,350.0,7
468,43.0,45.0,-122.37016016856929,166.0,184.0,211.0,212.0,316.0,391.0,8
469,170.0,67.0,-118.82871366167316,144.0,192.0,204.0,229.0,378.0,334.0,7
470,141.0,38.0,-120.20127132783928,140.0,123.0,218.0,208.0,304.0,342.0,7
471,166.0,55.0,-119.63666142347644,170.0,183.0,259.0,260.0,340.0,380.0,7
472,39.0,7.0,-124.6873113443274,158.0,139.0,291.0,221.0,367.0,300.0,11
473,43.0,88.0,-120.08219780160476,144.0,102.0,220.0,201.0,321.0,315.0,7
474,188.0,60.0,-120.80182309047709,105.0,160.0,209.0,287.0,306.0,366.0,8
475,85.0,9.0,-123.0830672065913,103.0,134.0,298.0,263.0,326.0,375.0,9
476,151.0,49.0,-119.39702702998748,189.0,100.0,251.0,253.0,397.0,301.0,7
477,157.0,28.0,-121.6241578175339,120.0,167.0,214.0,233.0,364.0,397.0,8
478,95.0,106.0,-110.50634986064344,149.0,147.0,229.0,291.0,350.0,326.0,7
479,57.0,48.0,-121.32170263584752,158.0,151.0,247.0,246.0,324.0,363.0,8
480,183.0,33.0,-122.33820426222296,174.0,199.0,266.0,299.0,311.0,343.0,8
481,104.0,24.0,-121.46966743079396,179.0,154.0,261.0,240.0,398.0,336.0,8
482,8.0,66.0,-123.67991101361,167.0,143.0,244.0,287.0,316.0,335.0,9
483,49.0,70.0,-120.44971327915724,118.0,163.0,214.0,257.0,371.0,325.0,7
484,121.0,94.0,-109.61135124116836,171.0,188.0,237.0,215.0,361.0,357.0,7
485,152.0,107.0,-112.04747036747732,186.0,109.0,276.0,299.0,397.0,301.0,7
486,120.0,46.0,-118.99864860158442,196.0,132.0,285.0,284.0,349.0,350.0,7
487,22.0,99.0,-121.73500143257496,132.0,127.0,229.0,284.0,353.0,353.0,8
488,2.0,67.0,-124.03609680107488,186.0,162.0,284.0,227.0,366.0,368.0,10
489,183.0,89.0,-118.47773788674796,197.0,130.0,227.0,282.0,349.0,399.0,7
490,9.0,23.0,-125.21484200767912,190.0,109.0,251.0,265.0,397.0,382.0,11
491,189.0,92.0,-119.00658122490324,173.0,150.0,251.0,282.0,307.0,343.0,7
492,3.0,106.0,-123.19159515729837,128.0,120.0,203.0,258.0,305.0,335.0,9
493,127.0,79.0,-113.80872287507418,167.0,118.0,300.0,279.0,303.0,379.0,7
494,176.0,19.0,-122.99565427404494,153.0,167.0,280.0,255.0,372.0,393.0,9
495,81.0,22.0,-122.19731963373502,114.0,191.0,204.0,296.0,307.0,392.0,8
496,127.0,94.0,-109.89611942780354,177.0,131.0,262.0,263.0,320.0,319.0,7
497,70.0,89.0,-116.94920781252898,167.0,154.0,219.0,244.0,399.0,356.0,7
498,134.0,85.0,-112.9088425549765,108.0,137.0,226.0,256.0,308.0,373.0,7
499,54.0,14.0,-123.71899176419558,146.0,114.0,229.0,258.0,312.0,355.0,9
500,116.0,53.0,-118.12227216097108,137.0,114.0,210.0,236.0,369.0,386.0,7
501,50.0,77.0,-119.95016288526244,159.0,171.0,248.0,281.0,325.0,336.0,7
502,35.0,40.0,-123.11241591083068,178.0,176.0,276.0,222.0,302.0,368.0,9
503,23.0,77.0,-122.25127577765991,151.0,158.0,238.0,205.0,388.0,332.0,8
504,50.0,46.0,-121.88613245699702,163.0,154.0,259.0,292.0,333.0,338.0,8
505,131.0,19.0,-121.85061831888284,151.0,148.0,269.0,267.0,317.0,336.0,8
506,144.0,2.0,-123.38049573261296,103.0,122.0,250.0,257.0,395.0,385.0,9
507,115.0,85.0,-112.36941794442752,149.0,164.0,233.0,280.0,343.0,312.0,7
508,75.0,105.0,-115.0118048747278,152.0,158.0,230.0,259.0,338.0,385.0,7
509,124.0,93.0,-110.0297154561986,127.0,186.0,265.0,202.0,388.0,372.0,7
510,101.0,92.0,-111.99385776199988,196.0,184.0,220.0,286.0,360.0,355.0,7
511,149.0,66.0,-117.28113306564508,164.0,183.0,250.0,248.0,305.0,347.0,7
512,69.0,45.0,-120.84072539353448,182.0,182.0,298.0,265.0,317.0,372.0,8
513,20.0,36.0,-124.1237686788766,133.0,141.0,283.0,277.0,380.0,356.0,10
514,51.0,47.0,-121.76034192340975,170.0,193.0,283.0,207.0,304.0,365.0,8
515,68.0,45.0,-120.89676744110268,168.0,151.0,231.0,254.0,332.0,341.0,8
516,92.0,105.0,-111.42639374790856,172.0,135.0,292.0,222.0,302.0,312.0,7
517,74.0,23.0,-122.35707899943466,170.0,160.0,200.0,236.0,331.0,320.0,8
518,180.0,76.0,-119.00976300489124,194.0,123.0,263.0,211.0,351.0,320.0,7
519,76.0,42.0,-120.72593475771323,176.0,189.0,208.0,205.0,395.0,341.0,8
520,154.0,28.0,-121.52625692457852,158.0,171.0,233.0,262.0,349.0,313.0,8
521,185.0,29.0,-122.70207177490228,156.0,140.0,277.0,255.0,391.0,400.0,8
522,50.0,107.0,-118.6564412719748,163.0,153.0,211.0,257.0,380.0,318.0,7
523,137.0,6.0,-122.9871327348132,135.0,173.0,254.0,233.0,345.0,334.0,9
524,107.0,8.0,-122.79422365237306,138.0,172.0,233.0,242.0,355.0,327.0,8
525,52.0,68.0,-120.32106549637024,137.0,140.0,213.0,274.0,350.0,337.0,7
526,6.0,27.0,-125.19711994131536,129.0,193.0,264.0,233.0,389.0,352.0,11
527,190.0,25.0,-123.18684530887046,133.0,197.0,298.0,262.0,369.0,336.0,9
528,14.0,77.0,-122.92809083024298,119.0,115.0,279.0,279.0,373.0,359.0,9
529,26.0,34.0,-123.90081453572304,163.0,111.0,244.0,218.0,337.0,351.0,10
530,186.0,35.0,-122.35398290101588,198.0,111.0,292.0,291.0,361.0,373.0,8
531,101.0,55.0,-118.20866052496127,108.0,174.0,233.0,298.0,378.0,367.0,7
532,175.0,59.0,-119.91139430897444,179.0,134.0,229.0,222.0,307.0,300.0,7
533,178.0,53.0,-120.59826754678636,168.0,183.0,217.0,213.0,356.0,372.0,7
534,43.0,13.0,-124.20778007545788,173.0,181.0,292.0,241.0,305.0,328.0,10
535,58.0,58.0,-120.53710257674928,182.0,102.0,215.0,233.0,383.0,357.0,7
536,43.0,89.0,-120.0410831594674,183.0,154.0,210.0,240.0,333.0,369.0,7
537,166.0,28.0,-121.95197578134533,115.0,164.0,231.0,256.0,387.0,307.0,8
538,143.0,38.0,-120.2555266246246,198.0,118.0,248.0,251.0,343.0,313.0,7
539,132.0,5.0,-123.01653594105125,162.0,127.0,271.0,233.0,348.0,381.0,9
540,67.0,5.0,-123.84396497363704,165.0,164.0,278.0,201.0,347.0,376.0,9
541,153.0,66.0,-117.56656498023798,127.0,160.0,221.0,290.0,361.0,386.0,7
542,51.0,67.0,-120.46721230342166,171.0,171.0,218.0,279.0,392.0,306.0,7
543,29.0,16.0,-124.6329430565764,179.0,134.0,234.0,245.0,356.0,359.0,11
544,179.0,73.0,-119.13551035980032,138.0,152.0,218.0,250.0,356.0,319.0,7
545,6.0,34.0,-124.92835120274438,129.0,100.0,259.0,245.0,363.0,318.0,11
546,68.0,70.0,-118.7825998529863,181.0,200.0,291.0,244.0,311.0,383.0,7
547,188.0,40.0,-122.13006916108884,134.0,106.0,205.0,254.0,385.0,355.0,8
548,72.0,36.0,-121.4212148100762,160.0,134.0,217.0,297.0,335.0,361.0,8
549,119.0,86.0,-112.01624881082606,124.0,148.0,203.0,296.0,331.0,387.0,7
550,66.0,76.0,-118.46765427666978,111.0,200.0,272.0,239.0,386.0,343.0,7
551,150.0,110.0,-111.24093128793844,192.0,118.0,247.0,253.0,378.0,385.0,7
552,178.0,80.0,-118.51546967043134,193.0,169.0,218.0,273.0,368.0,323.0,7
553,161.0,21.0,-122.32313764171757,178.0,118.0,281.0,293.0,333.0,364.0,8
554,135.0,13.0,-122.4046075691898,183.0,190.0,214.0,296.0,370.0,359.0,8
555,71.0,36.0,-121.46769060347197,186.0,109.0,239.0,285.0,334.0,341.0,8
556,118.0,100.0,-107.32005837623969,147.0,188.0,270.0,266.0,377.0,349.0,7
557,33.0,55.0,-122.46239882109248,115.0,167.0,232.0,295.0,375.0,364.0,8
558,35.0,13.0,-124.53193840316754,168.0,155.0,203.0,255.0,364.0,317.0,10
559,72.0,72.0,-118.23607888881207,109.0,163.0,247.0,291.0,376.0,376.0,7
560,109.0,3.0,-123.16674766077466,176.0,105.0,245.0,299.0,311.0,375.0,9
561,141.0,104.0,-109.6408975226276,170.0,192.0,270.0,254.0,302.0,328.0,7
562,160.0,79.0,-116.65450988140938,100.0,176.0,216.0,293.0,359.0,376.0,7
563,36.0,60.0,-122.0055556863786,157.0,125.0,275.0,280.0,387.0,305.0,8
564,75.0,67.0,-118.45104098334582,167.0,171.0,205.0,246.0,306.0,374.0,7
565,78.0,17.0,-122.67615552282471,122.0,191.0,232.0,238.0,400.0,341.0,8
566,15.0,76.0,-122.88533728343631,178.0,101.0,279.0,235.0,341.0,356.0,9
567,125.0,54.0,-117.99196673370491,179.0,194.0,285.0,292.0,353.0,320.0,7
568,74.0,91.0,-116.2429024715733,137.0,144.0,295.0,231.0,377.0,389.0,7
569,14.0,90.0,-122.58761495247988,160.0,163.0,257.0,275.0,321.0,354.0,8
570,120.0,58.0,-117.40646809973433,113.0,199.0,254.0,282.0,394.0,390.0,7
571,5.0,57.0,-124.15915664182108,119.0,172.0,209.0,260.0,344.0,341.0,10
572,69.0,53.0,-120.17255835550702,176.0,139.0,217.0,237.0,325.0,330.0,7
573,17.0,44.0,-123.94280688519362,146.0,116.0,261.0,256.0,330.0,353.0,10
574,141.0,33.0,-120.70415701022112,129.0,190.0,239.0,265.0,371.0,344.0,8
575,72.0,64.0,-118.98180254271368,137.0,151.0,272.0,214.0,308.0,371.0,7
576,32.0,110.0,-120.61942708255378,111.0,126.0,206.0,240.0,389.0,362.0,7
577,10.0,71.0,-123.39120025222816,133.0,104.0,271.0,203.0,307.0,399.0,9
578,87.0,66.0,-117.6046842025979,183.0,187.0,200.0,266.0,398.0,313.0,7
579,142.0,82.0,-114.27186444297703,145.0,109.0,284.0,258.0,332.0,317.0,7
580,25.0,28.0,-124.23677947915468,117.0,185.0,250.0,241.0,304.0,319.0,10
581,144.0,84.0,-114.13435946368776,112.0,177.0,295.0,225.0,312.0,343.0,7
582,112.0,106.0,-105.39800263864414,146.0,196.0,216.0,200.0,323.0,341.0,7
583,145.0,96.0,-112.11295986837835,106.0,197.0,247.0,258.0,327.0,344.0,7
584,137.0,8.0,-122.8310224448212,184.0,149.0,257.0,250.0,305.0,340.0,8
585,136.0,33.0,-120.60055126547844,144.0,195.0,279.0,291.0,372.0,305.0,7
586,146.0,84.0,-114.36628422208337,192.0,180.0,288.0,275.0,337.0,333.0,7
587,93.0,65.0,-117.31264589539748,178.0,192.0,268.0,226.0,350.0,353.0,7
588,162.0,51.0,-119.76850957466375,135.0,162.0,291.0,227.0,322.0,363.0,7
589,63.0,86.0,-118.03218935466911,152.0,146.0,204.0,201.0,364.0,383.0,7
590,151.0,97.0,-113.07616996735824,128.0,112.0,285.0,242.0,344.0,386.0,7
591,53.0,14.0,-123.75728644379636,176.0,164.0,296.0,292.0,339.0,386.0,9
592,77.0,100.0,-115.01288809783397,109.0,151.0,209.0,207.0,311.0,349.0,7
593,42.0,9.0,-124.46637344379296,104.0,129.0,272.0,229.0,322.0,340.0,10
594,78.0,2.0,-123.7447870016851,110.0,199.0,265.0,202.0,400.0,388.0,9
595,100.0,3.0,-123.25814154228578,139.0,137.0,220.0,203.0,364.0,395.0,9
596,88.0,87.0,-114.73747785749208,118.0,125.0,238.0,242.0,321.0,386.0,7
597,109.0,71.0,-115.52061442988798,187.0,158.0,219.0,279.0,391.0,394.0,7
598,162.0,30.0,-121.63668532919246,160.0,145.0,214.0,270.0,324.0,328.0,8
599,181.0,23.0,-122.923532979339,186.0,137.0,234.0,278.0,337.0,314.0,9
