x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
114.0,75.0,-114.61112528882086,190.0,192.0,298.0,282.0,361.0,398.0,8
185.0,36.0,-122.2355418079648,153.0,130.0,254.0,264.0,350.0,318.0,10
56.0,37.0,-122.14259035685927,175.0,171.0,258.0,286.0,359.0,393.0,11
38.0,71.0,-121.30695590151367,115.0,163.0,266.0,284.0,379.0,316.0,10
29.0,13.0,-124.77981942107016,164.0,197.0,298.0,205.0,375.0,356.0,7
146.0,11.0,-122.73098325222288,119.0,162.0,267.0,234.0,375.0,389.0,7
24.0,91.0,-121.74174212613272,168.0,105.0,271.0,286.0,394.0,343.0,7
39.0,2.0,-124.94868665472404,108.0,164.0,278.0,276.0,396.0,362.0,7
75.0,21.0,-122.47299061659108,132.0,108.0,266.0,265.0,353.0,370.0,8
102.0,96.0,-110.91933874404305,100.0,195.0,252.0,288.0,396.0,300.0,12
105.0,12.0,-122.49274791331008,169.0,164.0,259.0,280.0,390.0,333.0,12
176.0,22.0,-122.78863375648024,148.0,164.0,283.0,232.0,355.0,303.0,7
4.0,54.0,-124.3183354750625,147.0,149.0,256.0,225.0,378.0,379.0,7
140.0,53.0,-118.47749993324403,142.0,199.0,260.0,286.0,351.0,364.0,11
139.0,74.0,-115.4095425979989,165.0,177.0,263.0,280.0,392.0,395.0,8
174.0,32.0,-121.98330651437254,143.0,111.0,280.0,230.0,355.0,385.0,7
162.0,59.0,-118.98275990627592,177.0,147.0,262.0,267.0,378.0,337.0,7
140.0,16.0,-122.22293188951464,163.0,104.0,265.0,233.0,378.0,379.0,7
74.0,70.0,-118.24383008806127,170.0,108.0,274.0,277.0,364.0,334.0,11
60.0,40.0,-121.7197047263244,141.0,153.0,280.0,262.0,352.0,377.0,8
84.0,17.0,-122.50190279188502,134.0,170.0,291.0,233.0,398.0,305.0,7
147.0,99.0,-111.9848389199953,130.0,112.0,277.0,281.0,400.0,389.0,9
130.0,59.0,-117.37293269654104,123.0,136.0,282.0,231.0,393.0,314.0,7
50.0,57.0,-121.179911587924,160.0,119.0,283.0,294.0,374.0,346.0,7
149.0,89.0,-113.94991955493612,154.0,146.0,278.0,272.0,388.0,363.0,9
161.0,43.0,-120.46463690845168,155.0,111.0,257.0,272.0,360.0,309.0,12
100.0,80.0,-114.48750354118252,116.0,137.0,266.0,215.0,363.0,317.0,7
181.0,5.0,-124.076902875998,126.0,186.0,298.0,269.0,353.0,388.0,11
148.0,12.0,-122.6911808826473,146.0,190.0,264.0,216.0,364.0,376.0,7
10.0,2.0,-126.0274265671539,197.0,136.0,279.0,249.0,350.0,322.0,10
121.0,15.0,-122.150270659865,191.0,147.0,293.0,282.0,381.0,304.0,7
33.0,60.0,-122.21710744288444,110.0,143.0,251.0,203.0,388.0,376.0,7
155.0,18.0,-122.38224454389383,168.0,140.0,255.0,236.0,378.0,317.0,7
34.0,24.0,-124.00502386368156,100.0,122.0,268.0,273.0,362.0,317.0,10
164.0,55.0,-119.50755457284028,135.0,189.0,253.0,293.0,358.0,308.0,8
71.0,13.0,-123.18443309044866,120.0,177.0,300.0,298.0,384.0,358.0,8
57.0,58.0,-120.60964716892428,198.0,196.0,274.0,222.0,390.0,327.0,7
92.0,110.0,-110.82995456576428,113.0,126.0,267.0,210.0,377.0,319.0,7
137.0,41.0,-119.784402605377,114.0,149.0,285.0,295.0,394.0,312.0,8
13.0,0.0,-125.99699939474507,117.0,150.0,290.0,209.0,396.0,357.0,7
19.0,27.0,-124.5743311116546,149.0,159.0,254.0,207.0,398.0,386.0,7
80.0,73.0,-117.38063373733912,172.0,122.0,258.0,224.0,359.0,396.0,7
55.0,38.0,-122.12786602057888,137.0,151.0,290.0,241.0,373.0,340.0,7
86.0,61.0,-118.26262265706264,122.0,192.0,284.0,276.0,372.0,316.0,10
170.0,24.0,-122.41164485976483,121.0,112.0,265.0,254.0,360.0,390.0,10
89.0,64.0,-117.70613694943172,195.0,129.0,253.0,245.0,381.0,318.0,7
135.0,81.0,-113.83665862750428,145.0,158.0,286.0,274.0,380.0,342.0,9
93.0,64.0,-117.44340669499624,156.0,154.0,270.0,258.0,369.0,379.0,12
155.0,53.0,-119.17246132532966,102.0,128.0,297.0,291.0,382.0,313.0,8
157.0,3.0,-123.54832991619612,101.0,143.0,271.0,206.0,386.0,356.0,7
119.0,91.0,-110.59333644657757,161.0,144.0,297.0,262.0,351.0,326.0,12
68.0,11.0,-123.4174595576416,123.0,159.0,252.0,271.0,397.0,396.0,8
29.0,24.0,-124.23883372492293,135.0,100.0,273.0,216.0,386.0,309.0,7
124.0,87.0,-111.79937684972016,115.0,154.0,271.0,275.0,400.0,335.0,11
162.0,98.0,-114.92533125979752,133.0,134.0,253.0,286.0,397.0,301.0,9
8.0,3.0,-126.06348157565216,184.0,153.0,269.0,242.0,351.0,341.0,7
181.0,82.0,-118.69281574619312,135.0,132.0,298.0,237.0,400.0,317.0,7
172.0,107.0,-116.02232268631133,176.0,172.0,279.0,213.0,398.0,313.0,7
163.0,67.0,-118.2415534737382,174.0,114.0,276.0,291.0,392.0,372.0,7
67.0,30.0,-122.11060089555878,138.0,144.0,292.0,286.0,392.0,334.0,7
158.0,68.0,-117.72067450384684,122.0,195.0,270.0,205.0,364.0,371.0,7
149.0,57.0,-118.3980202933067,110.0,156.0,267.0,291.0,393.0,385.0,12
35.0,86.0,-120.9224526619573,157.0,116.0,291.0,251.0,391.0,379.0,9
189.0,107.0,-118.46634640929304,110.0,115.0,265.0,291.0,394.0,341.0,7
57.0,38.0,-122.02131934486944,126.0,124.0,250.0,246.0,357.0,338.0,10
34.0,71.0,-121.62656486515618,122.0,131.0,288.0,287.0,389.0,306.0,11
185.0,25.0,-122.96351338074874,161.0,141.0,261.0,271.0,350.0,374.0,9
131.0,21.0,-121.67245615147831,111.0,168.0,296.0,234.0,385.0,364.0,7
177.0,95.0,-117.38488639258988,103.0,120.0,252.0,220.0,356.0,375.0,7
137.0,61.0,-117.30713602516218,142.0,153.0,265.0,246.0,371.0,319.0,7
129.0,53.0,-118.1798770241812,104.0,175.0,260.0,289.0,381.0,345.0,9
156.0,73.0,-116.95938296921756,101.0,195.0,285.0,229.0,354.0,331.0,7
1.0,36.0,-125.10692509010816,192.0,169.0,253.0,230.0,360.0,311.0,7
88.0,7.0,-123.16406706343749,134.0,199.0,282.0,237.0,373.0,365.0,7
51.0,28.0,-122.97798033315904,101.0,151.0,292.0,201.0,358.0,318.0,7
89.0,70.0,-116.94920781252898,132.0,175.0,268.0,259.0,387.0,345.0,9
11.0,55.0,-123.86495577432608,114.0,187.0,278.0,272.0,385.0,306.0,7
101.0,87.0,-113.0485562194444,143.0,128.0,271.0,272.0,364.0,311.0,11
104.0,25.0,-121.37797470179098,189.0,135.0,296.0,230.0,363.0,390.0,7
34.0,108.0,-120.44206689535642,174.0,182.0,286.0,250.0,368.0,313.0,10
41.0,100.0,-119.87306098551326,159.0,107.0,271.0,241.0,369.0,374.0,7
46.0,47.0,-122.0684839149788,127.0,111.0,299.0,265.0,395.0,332.0,7
136.0,19.0,-121.90793742917222,110.0,105.0,252.0,279.0,400.0,325.0,9
104.0,73.0,-115.42143132979191,114.0,200.0,283.0,289.0,389.0,315.0,11
23.0,5.0,-125.39846086891828,149.0,188.0,271.0,214.0,383.0,320.0,7
86.0,88.0,-114.8773459426705,108.0,103.0,276.0,234.0,398.0,394.0,7
160.0,61.0,-118.63784359978897,129.0,109.0,265.0,238.0,390.0,353.0,7
171.0,70.0,-118.6464286437639,159.0,197.0,299.0,215.0,386.0,387.0,7
51.0,17.0,-123.65459056312778,104.0,106.0,295.0,208.0,354.0,382.0,7
44.0,21.0,-123.7151151756737,192.0,112.0,287.0,252.0,383.0,358.0,8
147.0,81.0,-114.9625224027761,113.0,189.0,272.0,239.0,377.0,384.0,7
143.0,74.0,-115.70081469616493,162.0,197.0,271.0,272.0,380.0,339.0,8
5.0,18.0,-125.59234988939323,124.0,171.0,272.0,240.0,390.0,357.0,7
50.0,2.0,-124.56739133867026,117.0,144.0,270.0,260.0,369.0,333.0,8
101.0,26.0,-121.33766622646444,102.0,157.0,300.0,262.0,359.0,387.0,10
42.0,68.0,-121.13800270693903,135.0,194.0,285.0,257.0,387.0,333.0,10
88.0,14.0,-122.63364474417487,177.0,150.0,262.0,242.0,378.0,342.0,7
115.0,30.0,-120.77654170743004,109.0,172.0,251.0,250.0,397.0,330.0,7
82.0,55.0,-119.16584811599144,157.0,171.0,268.0,292.0,392.0,313.0,12
102.0,20.0,-121.85777406278912,167.0,167.0,258.0,275.0,371.0,392.0,11
126.0,80.0,-113.55901238557892,104.0,119.0,284.0,216.0,369.0,391.0,7
36.0,2.0,-125.05632912299411,143.0,141.0,276.0,211.0,376.0,365.0,7
61.0,30.0,-122.38003218410564,126.0,142.0,282.0,226.0,371.0,368.0,7
81.0,54.0,-119.3278977909251,189.0,128.0,300.0,295.0,396.0,328.0,8
68.0,60.0,-119.64445002349308,183.0,100.0,292.0,251.0,350.0,317.0,7
122.0,89.0,-111.1963116322132,175.0,123.0,276.0,217.0,364.0,322.0,7
79.0,96.0,-115.03073125847794,149.0,167.0,297.0,261.0,389.0,360.0,8
65.0,89.0,-117.58286717949431,145.0,182.0,280.0,266.0,396.0,375.0,7
80.0,94.0,-115.069048919946,142.0,173.0,250.0,278.0,353.0,362.0,11
10.0,56.0,-123.88998526841914,103.0,143.0,264.0,249.0,383.0,400.0,12
129.0,100.0,-108.03565187701788,122.0,142.0,266.0,300.0,359.0,354.0,7
29.0,53.0,-122.82031242152745,161.0,136.0,259.0,279.0,384.0,307.0,9
83.0,42.0,-120.39527457142792,189.0,150.0,272.0,284.0,395.0,314.0,11
156.0,36.0,-120.88721186181844,140.0,169.0,290.0,235.0,361.0,387.0,7
119.0,60.0,-117.11340421424283,111.0,131.0,267.0,285.0,371.0,316.0,12
185.0,61.0,-120.50843781863372,119.0,145.0,265.0,245.0,364.0,349.0,12
157.0,49.0,-119.6909073169972,126.0,113.0,270.0,244.0,399.0,336.0,7
74.0,26.0,-122.12761612133389,159.0,165.0,300.0,291.0,380.0,345.0,11
157.0,92.0,-114.7413422093372,171.0,122.0,290.0,283.0,379.0,388.0,9
136.0,107.0,-107.40734316379285,100.0,101.0,278.0,284.0,398.0,343.0,10
159.0,106.0,-113.695072590243,124.0,178.0,268.0,238.0,371.0,397.0,7
39.0,96.0,-120.19793827751474,107.0,164.0,276.0,268.0,356.0,355.0,7
106.0,106.0,-107.22219156339472,160.0,137.0,288.0,239.0,365.0,365.0,7
37.0,12.0,-124.50260771105266,177.0,142.0,284.0,231.0,366.0,391.0,7
178.0,89.0,-117.88698236522728,116.0,102.0,274.0,226.0,374.0,317.0,7
103.0,50.0,-118.7630226811144,192.0,121.0,275.0,221.0,374.0,363.0,7
57.0,8.0,-123.97719649641196,117.0,141.0,252.0,282.0,351.0,362.0,9
129.0,14.0,-122.26593147176672,195.0,120.0,270.0,229.0,377.0,313.0,7
19.0,85.0,-122.31694436510033,125.0,188.0,273.0,248.0,358.0,361.0,11
160.0,83.0,-116.20014640838728,121.0,130.0,295.0,227.0,352.0,363.0,7
155.0,108.0,-112.6668866178094,192.0,189.0,264.0,276.0,353.0,319.0,12
34.0,14.0,-124.52182223436184,128.0,120.0,265.0,284.0,382.0,322.0,11
24.0,69.0,-122.4701610773131,155.0,121.0,267.0,211.0,398.0,333.0,7
75.0,10.0,-123.27256271774117,152.0,151.0,270.0,222.0,350.0,386.0,7
179.0,20.0,-123.04338515721945,102.0,166.0,275.0,245.0,391.0,393.0,12
60.0,61.0,-120.16719637900408,155.0,106.0,284.0,220.0,372.0,353.0,7
150.0,80.0,-115.43527558458555,156.0,180.0,274.0,245.0,375.0,367.0,7
153.0,23.0,-121.92089553673112,180.0,115.0,273.0,217.0,395.0,375.0,7
162.0,67.0,-118.15897530849848,121.0,190.0,281.0,258.0,375.0,358.0,8
95.0,65.0,-117.18592725752504,127.0,161.0,287.0,251.0,395.0,316.0,8
169.0,96.0,-116.19505148459696,139.0,138.0,252.0,221.0,397.0,352.0,7
95.0,24.0,-121.64337021212624,131.0,164.0,281.0,243.0,399.0,313.0,7
143.0,10.0,-122.75745461933636,190.0,153.0,272.0,258.0,361.0,353.0,11
62.0,8.0,-123.80881528935546,136.0,165.0,297.0,282.0,353.0,344.0,9
158.0,40.0,-120.60287421643022,103.0,136.0,272.0,211.0,351.0,317.0,7
173.0,86.0,-117.49785761462788,132.0,109.0,272.0,262.0,353.0,360.0,8
140.0,87.0,-113.10594925819474,152.0,110.0,269.0,222.0,371.0,364.0,7
170.0,94.0,-116.48926308205436,164.0,183.0,272.0,271.0,400.0,376.0,12
159.0,76.0,-116.89316702761192,159.0,161.0,253.0,270.0,359.0,397.0,8
80.0,75.0,-117.15840945986892,132.0,188.0,281.0,221.0,363.0,340.0,7
89.0,32.0,-121.09254635714912,159.0,163.0,262.0,223.0,373.0,352.0,7
34.0,83.0,-121.124409613835,173.0,115.0,271.0,244.0,391.0,318.0,7
106.0,20.0,-121.80084961588584,124.0,193.0,281.0,247.0,357.0,359.0,10
117.0,104.0,-105.45508667898665,139.0,182.0,292.0,257.0,400.0,374.0,10
9.0,92.0,-122.93318144743536,164.0,144.0,275.0,294.0,374.0,303.0,9
37.0,26.0,-123.75787556415256,157.0,110.0,279.0,234.0,381.0,300.0,7
152.0,54.0,-118.90209561259158,141.0,178.0,266.0,281.0,369.0,312.0,8
125.0,41.0,-119.60337246733968,134.0,125.0,284.0,276.0,367.0,394.0,7
47.0,39.0,-122.4991624535723,122.0,143.0,279.0,284.0,389.0,348.0,9
143.0,49.0,-119.0641819749764,103.0,117.0,251.0,264.0,395.0,344.0,10
106.0,107.0,-106.90568117442396,187.0,182.0,269.0,249.0,374.0,397.0,11
68.0,29.0,-122.14174793021826,101.0,155.0,264.0,247.0,399.0,319.0,11
183.0,20.0,-123.20307985314346,126.0,131.0,268.0,296.0,383.0,384.0,7
69.0,51.0,-120.34179810336175,126.0,164.0,290.0,204.0,395.0,337.0,7
26.0,32.0,-123.99636398864138,173.0,193.0,275.0,268.0,361.0,341.0,9
58.0,55.0,-120.75466435875782,144.0,146.0,264.0,280.0,358.0,335.0,7
145.0,85.0,-114.0786351462272,136.0,102.0,293.0,201.0,392.0,348.0,7
109.0,67.0,-116.19337241140836,131.0,100.0,263.0,285.0,363.0,380.0,9
40.0,13.0,-124.32830787391948,177.0,127.0,256.0,212.0,381.0,363.0,7
137.0,71.0,-115.78442219193612,166.0,144.0,263.0,291.0,391.0,316.0,8
176.0,51.0,-120.6246672470566,173.0,114.0,264.0,256.0,377.0,353.0,12
166.0,48.0,-120.27408054565456,138.0,188.0,254.0,241.0,390.0,327.0,7
133.0,69.0,-115.9209987487562,175.0,101.0,283.0,292.0,395.0,359.0,9
27.0,77.0,-121.93679258165366,169.0,129.0,292.0,230.0,375.0,400.0,7
29.0,40.0,-123.44850122894084,110.0,127.0,281.0,204.0,357.0,362.0,7
100.0,50.0,-118.85911537069248,197.0,182.0,281.0,281.0,381.0,301.0,12
71.0,81.0,-117.51174597023204,147.0,142.0,279.0,256.0,361.0,306.0,9
77.0,60.0,-118.98877246218709,127.0,108.0,269.0,284.0,357.0,394.0,11
10.0,4.0,-125.9456533686616,170.0,135.0,282.0,299.0,386.0,341.0,12
52.0,99.0,-118.6556409359298,169.0,176.0,253.0,277.0,384.0,347.0,8
131.0,15.0,-122.19684535943026,164.0,183.0,251.0,248.0,384.0,343.0,9
146.0,72.0,-116.23636556347373,107.0,126.0,259.0,241.0,374.0,331.0,7
185.0,47.0,-121.48309148340864,159.0,162.0,257.0,279.0,384.0,384.0,9
26.0,30.0,-124.09205602383248,176.0,188.0,282.0,209.0,386.0,380.0,7
138.0,21.0,-121.76191558142408,127.0,163.0,261.0,209.0,369.0,368.0,7
157.0,21.0,-122.19986924859408,121.0,195.0,275.0,231.0,377.0,378.0,7
113.0,75.0,-114.64027548829948,194.0,163.0,267.0,210.0,365.0,375.0,7
171.0,15.0,-123.093848956515,144.0,131.0,296.0,251.0,374.0,377.0,10
156.0,44.0,-120.13563182761362,101.0,137.0,271.0,248.0,377.0,387.0,9
120.0,23.0,-121.4360174488491,155.0,145.0,257.0,259.0,363.0,300.0,11
101.0,52.0,-118.58345904845648,199.0,199.0,292.0,243.0,368.0,308.0,7
72.0,58.0,-119.53156568052027,161.0,173.0,296.0,275.0,370.0,394.0,12
105.0,71.0,-115.7044580733515,121.0,115.0,251.0,291.0,371.0,396.0,10
70.0,2.0,-123.95193303411573,157.0,197.0,261.0,205.0,390.0,305.0,7
1.0,73.0,-123.93685357506412,103.0,157.0,267.0,217.0,372.0,331.0,7
74.0,86.0,-116.69798654205744,123.0,168.0,268.0,297.0,350.0,398.0,11
108.0,60.0,-117.29457715197135,170.0,197.0,250.0,241.0,353.0,320.0,7
145.0,65.0,-117.15426622295404,114.0,132.0,283.0,245.0,365.0,393.0,12
161.0,43.0,-120.46463690845168,182.0,136.0,286.0,246.0,397.0,377.0,10
28.0,23.0,-124.33460356151043,164.0,188.0,283.0,243.0,384.0,300.0,7
178.0,4.0,-124.04380304109534,138.0,107.0,271.0,217.0,399.0,337.0,7
138.0,108.0,-107.82903892291344,178.0,147.0,251.0,300.0,400.0,305.0,10
168.0,40.0,-121.06885289235817,158.0,140.0,296.0,273.0,371.0,314.0,11
84.0,59.0,-118.61670145026946,187.0,195.0,289.0,289.0,395.0,356.0,9
68.0,92.0,-116.98322833040568,177.0,124.0,298.0,245.0,364.0,318.0,11
184.0,56.0,-120.78648091142972,187.0,111.0,265.0,244.0,359.0,383.0,7
44.0,32.0,-123.077520624424,170.0,189.0,268.0,206.0,352.0,338.0,7
71.0,89.0,-116.81903382546255,129.0,157.0,282.0,246.0,376.0,304.0,7
19.0,48.0,-123.65912156977468,186.0,195.0,266.0,243.0,383.0,368.0,7
85.0,14.0,-122.70723025012344,121.0,170.0,288.0,221.0,396.0,364.0,7
176.0,47.0,-120.939218892006,187.0,197.0,281.0,289.0,358.0,328.0,11
16.0,80.0,-122.69154448986107,145.0,132.0,284.0,218.0,399.0,350.0,7
1.0,76.0,-123.8608620013141,123.0,188.0,272.0,200.0,379.0,310.0,7
42.0,90.0,-120.10179859161956,168.0,188.0,251.0,254.0,350.0,349.0,12
42.0,108.0,-119.5820088521908,172.0,155.0,278.0,220.0,354.0,313.0,7
132.0,94.0,-110.4311365831598,176.0,168.0,264.0,242.0,383.0,307.0,7
33.0,91.0,-120.9371158708448,132.0,175.0,270.0,274.0,385.0,341.0,10
41.0,13.0,-124.2879803818474,144.0,193.0,295.0,259.0,393.0,382.0,12
92.0,100.0,-112.14396386887589,147.0,139.0,288.0,213.0,378.0,345.0,7
153.0,75.0,-116.42682536219158,101.0,111.0,260.0,251.0,382.0,321.0,7
62.0,7.0,-123.87204843443264,170.0,150.0,298.0,262.0,399.0,372.0,11
158.0,14.0,-122.7721138776871,158.0,167.0,256.0,300.0,356.0,307.0,7
157.0,105.0,-113.36114690031812,113.0,138.0,266.0,230.0,368.0,316.0,7
114.0,100.0,-107.67595754888708,106.0,146.0,252.0,249.0,377.0,376.0,7
159.0,75.0,-117.00854376627944,126.0,172.0,276.0,236.0,386.0,327.0,7
93.0,88.0,-113.90054426983671,187.0,196.0,265.0,285.0,389.0,323.0,7
120.0,64.0,-116.4910570388696,165.0,191.0,255.0,219.0,354.0,319.0,7
183.0,29.0,-122.60913743313128,182.0,200.0,253.0,247.0,362.0,369.0,8
100.0,78.0,-114.84034861885593,197.0,160.0,272.0,246.0,352.0,367.0,11
24.0,5.0,-125.35986582988728,132.0,198.0,256.0,260.0,396.0,385.0,11
173.0,59.0,-119.76519393300136,188.0,125.0,264.0,286.0,357.0,317.0,8
4.0,12.0,-125.86810331936223,128.0,111.0,297.0,266.0,379.0,382.0,9
112.0,7.0,-122.83572120883298,143.0,133.0,290.0,283.0,366.0,310.0,8
11.0,4.0,-125.90686733507746,124.0,138.0,269.0,209.0,381.0,375.0,7
3.0,48.0,-124.57919582101974,160.0,134.0,295.0,236.0,359.0,328.0,7
143.0,93.0,-112.33170774623582,128.0,195.0,260.0,246.0,361.0,324.0,10
77.0,54.0,-119.57249589005924,128.0,163.0,252.0,278.0,396.0,392.0,7
147.0,71.0,-116.45734689682118,160.0,174.0,259.0,209.0,374.0,395.0,7
172.0,56.0,-119.9494417618989,117.0,152.0,256.0,226.0,351.0,367.0,7
154.0,22.0,-122.03188876385036,180.0,192.0,267.0,211.0,365.0,399.0,7
143.0,48.0,-119.17857888928484,110.0,119.0,258.0,300.0,354.0,380.0,7
86.0,103.0,-113.0316570423012,154.0,160.0,259.0,288.0,381.0,347.0,7
35.0,12.0,-124.58349431133108,166.0,159.0,252.0,281.0,400.0,349.0,7
141.0,22.0,-121.72531111676643,157.0,129.0,255.0,235.0,392.0,397.0,7
120.0,102.0,-106.32620800964052,145.0,106.0,279.0,224.0,359.0,373.0,7
75.0,5.0,-123.6175703120526,160.0,157.0,274.0,258.0,361.0,357.0,10
3.0,58.0,-124.24700917001826,147.0,185.0,285.0,220.0,359.0,391.0,7
35.0,24.0,-123.9584128802671,120.0,112.0,285.0,258.0,374.0,399.0,10
119.0,82.0,-113.01262089727771,153.0,181.0,250.0,222.0,387.0,364.0,7
122.0,63.0,-116.65430118768175,158.0,183.0,295.0,218.0,378.0,384.0,7
125.0,23.0,-121.44671082020936,184.0,191.0,294.0,265.0,351.0,354.0,7
177.0,96.0,-117.32653619278928,180.0,151.0,286.0,226.0,350.0,317.0,7
49.0,81.0,-119.82329819302814,132.0,192.0,255.0,209.0,388.0,342.0,7
4.0,79.0,-123.5837005552574,131.0,171.0,250.0,291.0,389.0,322.0,9
98.0,86.0,-113.600732650665,160.0,165.0,290.0,278.0,358.0,337.0,12
59.0,17.0,-123.33873348966202,110.0,111.0,275.0,235.0,361.0,359.0,7
149.0,14.0,-122.55440266675164,132.0,187.0,275.0,221.0,370.0,309.0,7
82.0,22.0,-122.16593907820452,142.0,120.0,277.0,234.0,391.0,303.0,7
145.0,31.0,-120.99496642091312,153.0,120.0,292.0,299.0,357.0,343.0,9
71.0,104.0,-115.7576741467428,145.0,118.0,252.0,264.0,395.0,305.0,8
93.0,103.0,-111.4678771479296,110.0,167.0,256.0,300.0,363.0,363.0,8
172.0,7.0,-123.66793954487343,185.0,137.0,292.0,300.0,359.0,310.0,11
22.0,69.0,-122.61554113604606,178.0,123.0,297.0,241.0,369.0,400.0,7
86.0,79.0,-116.05826015549088,172.0,103.0,273.0,254.0,391.0,341.0,7
103.0,30.0,-120.92342167940436,159.0,145.0,273.0,219.0,372.0,305.0,7
182.0,12.0,-123.67587498022613,192.0,196.0,252.0,255.0,354.0,347.0,11
21.0,110.0,-121.66784534794832,147.0,156.0,297.0,259.0,361.0,364.0,8
111.0,101.0,-107.74605730097024,192.0,168.0,251.0,278.0,376.0,384.0,9
76.0,96.0,-115.51021016715852,180.0,117.0,279.0,227.0,359.0,390.0,7
124.0,23.0,-121.4426674187416,158.0,144.0,250.0,216.0,359.0,310.0,7
114.0,103.0,-106.37442706501272,105.0,176.0,292.0,204.0,394.0,333.0,7
140.0,12.0,-122.55167056689578,168.0,159.0,267.0,238.0,379.0,322.0,7
163.0,82.0,-116.66675059575218,170.0,163.0,266.0,235.0,391.0,392.0,7
150.0,19.0,-122.17384518531972,196.0,133.0,293.0,201.0,360.0,364.0,7
59.0,91.0,-118.18821793513744,168.0,109.0,273.0,215.0,400.0,358.0,7
95.0,50.0,-119.0473902931972,156.0,121.0,251.0,260.0,381.0,377.0,11
31.0,82.0,-121.42237467584036,111.0,197.0,289.0,293.0,361.0,376.0,7
