x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
82.0,109.0,-113.3828263482892,182.0,127.0,205.0,221.0,309.0,331.0,7
20.0,11.0,-125.2460720134884,138.0,130.0,285.0,253.0,381.0,327.0,7
52.0,90.0,-119.04783360737574,108.0,155.0,250.0,264.0,359.0,349.0,7
141.0,1.0,-123.41268738319432,140.0,161.0,208.0,262.0,324.0,339.0,7
158.0,42.0,-120.41705944689592,103.0,128.0,238.0,274.0,306.0,367.0,7
142.0,54.0,-118.4307933443072,149.0,157.0,271.0,242.0,364.0,302.0,7
187.0,96.0,-118.59507931465252,185.0,194.0,239.0,262.0,319.0,322.0,7
128.0,28.0,-120.99091826761564,188.0,187.0,230.0,267.0,399.0,366.0,7
6.0,13.0,-125.74536255878814,168.0,188.0,269.0,202.0,357.0,383.0,7
176.0,48.0,-120.8609840774584,106.0,159.0,227.0,208.0,399.0,365.0,7
80.0,86.0,-115.92838453194172,173.0,170.0,237.0,264.0,362.0,389.0,7
102.0,72.0,-115.70960414182323,198.0,120.0,239.0,294.0,370.0,384.0,7
169.0,78.0,-117.72737609721176,139.0,131.0,219.0,218.0,391.0,355.0,7
155.0,106.0,-112.84000162749784,138.0,144.0,216.0,284.0,353.0,300.0,7
126.0,16.0,-122.07749508416788,115.0,138.0,283.0,237.0,375.0,382.0,7
24.0,108.0,-121.4152815812806,109.0,164.0,249.0,219.0,368.0,328.0,7
4.0,20.0,-125.55921781800568,126.0,121.0,221.0,293.0,345.0,379.0,7
109.0,32.0,-120.63171980539148,188.0,186.0,274.0,210.0,398.0,322.0,7
178.0,71.0,-119.19593146286137,101.0,173.0,286.0,275.0,355.0,318.0,7
117.0,4.0,-123.05148157299024,168.0,138.0,235.0,251.0,313.0,345.0,7
179.0,84.0,-118.33926386227958,183.0,173.0,293.0,294.0,343.0,347.0,12
21.0,69.0,-122.68759913453133,161.0,155.0,260.0,263.0,376.0,311.0,7
98.0,24.0,-121.57788694047292,116.0,112.0,286.0,269.0,312.0,365.0,7
121.0,19.0,-121.80031227158877,106.0,110.0,285.0,255.0,361.0,347.0,7
112.0,11.0,-122.51269593777388,163.0,109.0,295.0,241.0,348.0,324.0,7
168.0,81.0,-117.34119235152085,152.0,188.0,202.0,269.0,380.0,332.0,7
60.0,54.0,-120.69119210926095,120.0,144.0,231.0,211.0,388.0,315.0,7
67.0,102.0,-116.49781005739275,125.0,157.0,251.0,288.0,394.0,362.0,7
12.0,91.0,-122.7223173813064,129.0,156.0,280.0,285.0,322.0,344.0,12
19.0,31.0,-124.39688450697562,127.0,138.0,203.0,267.0,306.0,300.0,7
12.0,65.0,-123.44968589278346,190.0,177.0,292.0,273.0,319.0,385.0,8
14.0,44.0,-124.1118942147599,109.0,101.0,223.0,244.0,322.0,340.0,7
129.0,74.0,-114.88151435253286,120.0,179.0,269.0,285.0,398.0,370.0,7
119.0,75.0,-114.52907432391252,139.0,198.0,233.0,258.0,397.0,354.0,7
64.0,44.0,-121.20133008534586,148.0,160.0,231.0,273.0,346.0,316.0,7
39.0,72.0,-121.17684670129913,160.0,177.0,266.0,249.0,330.0,383.0,7
186.0,1.0,-124.47658114653524,115.0,102.0,202.0,222.0,365.0,375.0,7
122.0,91.0,-110.60098165420294,183.0,110.0,236.0,277.0,337.0,335.0,7
76.0,23.0,-122.28602852509596,111.0,152.0,211.0,246.0,375.0,339.0,7
179.0,50.0,-120.89255668141077,173.0,153.0,296.0,230.0,306.0,379.0,7
140.0,65.0,-116.87153708091404,121.0,140.0,284.0,204.0,355.0,319.0,7
132.0,85.0,-112.74514787113064,116.0,101.0,284.0,257.0,301.0,369.0,7
44.0,97.0,-119.64039844979672,194.0,132.0,297.0,262.0,300.0,322.0,7
178.0,88.0,-117.95303954970584,107.0,125.0,216.0,270.0,378.0,338.0,7
183.0,38.0,-121.99398072958854,103.0,133.0,212.0,208.0,320.0,376.0,7
82.0,72.0,-117.30795936610266,163.0,200.0,201.0,245.0,321.0,382.0,7
45.0,82.0,-120.15764120755176,118.0,189.0,223.0,258.0,341.0,369.0,7
67.0,62.0,-119.55010107451744,138.0,111.0,285.0,289.0,337.0,315.0,12
116.0,17.0,-121.98442600646462,148.0,183.0,266.0,279.0,326.0,357.0,7
154.0,69.0,-117.27618760050296,136.0,134.0,226.0,201.0,398.0,331.0,7
130.0,10.0,-122.60439575149805,152.0,153.0,288.0,221.0,390.0,394.0,7
82.0,23.0,-122.08580653246426,113.0,137.0,297.0,200.0,321.0,317.0,7
85.0,26.0,-121.74444679975733,141.0,109.0,289.0,299.0,366.0,307.0,12
174.0,92.0,-117.18021530773696,117.0,139.0,295.0,247.0,311.0,400.0,7
111.0,24.0,-121.38421246826334,132.0,108.0,235.0,277.0,381.0,301.0,7
83.0,103.0,-113.64642095639884,131.0,115.0,285.0,272.0,340.0,300.0,7
64.0,21.0,-122.87808922929828,137.0,110.0,210.0,253.0,300.0,327.0,7
86.0,80.0,-115.92838453194172,100.0,140.0,261.0,239.0,395.0,337.0,7
81.0,11.0,-123.03541041188907,160.0,192.0,271.0,299.0,316.0,323.0,9
115.0,13.0,-122.3309182940988,190.0,108.0,292.0,237.0,320.0,394.0,7
25.0,35.0,-123.9057918915388,129.0,186.0,261.0,300.0,343.0,320.0,7
159.0,28.0,-121.69277898396092,163.0,181.0,236.0,238.0,323.0,375.0,7
172.0,83.0,-117.62182334356342,109.0,153.0,216.0,221.0,303.0,365.0,7
157.0,79.0,-116.32712107198032,119.0,108.0,263.0,291.0,380.0,347.0,7
100.0,65.0,-116.89851608565895,183.0,158.0,244.0,267.0,397.0,349.0,7
189.0,103.0,-118.57745339370686,149.0,111.0,204.0,273.0,302.0,355.0,7
127.0,57.0,-117.60135176241204,181.0,102.0,236.0,226.0,362.0,326.0,7
155.0,48.0,-119.69129176518211,184.0,111.0,287.0,276.0,304.0,371.0,7
175.0,41.0,-121.34892589438547,150.0,188.0,272.0,246.0,304.0,303.0,7
174.0,45.0,-120.98063658620936,104.0,172.0,300.0,243.0,359.0,387.0,7
189.0,35.0,-122.50852297772946,169.0,175.0,200.0,282.0,362.0,346.0,7
167.0,51.0,-120.06420526431408,137.0,164.0,234.0,211.0,300.0,400.0,7
65.0,66.0,-119.37792644814982,163.0,110.0,270.0,202.0,385.0,363.0,7
34.0,53.0,-122.49708064258353,172.0,136.0,258.0,258.0,394.0,367.0,7
183.0,38.0,-121.99398072958854,167.0,176.0,221.0,216.0,384.0,310.0,7
26.0,5.0,-125.28289464349044,135.0,200.0,205.0,288.0,376.0,367.0,7
162.0,40.0,-120.78184561352212,190.0,120.0,230.0,216.0,354.0,386.0,7
