,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
309,71.0,105.0,-115.7044580733515,192.0,161.0,228.0,226.0,354.0,341.0,7
310,2.0,47.0,-124.6690155846742,145.0,165.0,251.0,275.0,334.0,332.0,11
311,189.0,51.0,-121.46598829926724,184.0,137.0,200.0,260.0,386.0,327.0,8
312,128.0,72.0,-115.22014902350702,112.0,193.0,221.0,201.0,348.0,309.0,7
313,85.0,105.0,-113.04540092681064,179.0,152.0,208.0,205.0,368.0,385.0,7
314,152.0,57.0,-118.56467112119913,122.0,182.0,228.0,298.0,374.0,396.0,7
315,15.0,16.0,-125.23784827817668,170.0,109.0,252.0,233.0,302.0,394.0,11
316,69.0,50.0,-120.4258896997844,153.0,175.0,201.0,228.0,399.0,369.0,8
317,10.0,53.0,-123.9981030997634,182.0,103.0,248.0,264.0,339.0,303.0,10
318,188.0,73.0,-119.96003465756876,134.0,127.0,278.0,246.0,336.0,343.0,7
319,15.0,98.0,-122.34762550648524,111.0,106.0,294.0,212.0,350.0,315.0,8
320,89.0,109.0,-111.73318287449707,134.0,194.0,279.0,278.0,384.0,304.0,7
321,107.0,95.0,-110.35614749034772,155.0,186.0,299.0,215.0,311.0,305.0,7
322,162.0,86.0,-116.12095368206268,164.0,120.0,288.0,227.0,339.0,315.0,7
323,99.0,60.0,-117.64123323723328,110.0,155.0,257.0,231.0,320.0,368.0,7
324,182.0,92.0,-118.1902284595869,148.0,110.0,285.0,252.0,326.0,373.0,7
325,20.0,12.0,-125.20117045747875,118.0,115.0,272.0,218.0,387.0,379.0,11
326,132.0,61.0,-117.13422002093536,160.0,167.0,285.0,242.0,322.0,374.0,7
327,188.0,52.0,-121.3341144650453,119.0,154.0,236.0,279.0,340.0,394.0,8
328,172.0,20.0,-122.7769726951365,163.0,175.0,285.0,270.0,395.0,382.0,9
329,109.0,28.0,-121.02598078979877,127.0,101.0,244.0,266.0,359.0,350.0,8
330,85.0,34.0,-121.04959585658288,162.0,187.0,291.0,300.0,308.0,364.0,8
331,11.0,20.0,-125.2460720134884,172.0,115.0,249.0,242.0,366.0,361.0,12
332,167.0,74.0,-117.9010080327333,181.0,164.0,229.0,213.0,390.0,375.0,7
333,28.0,92.0,-121.36423771843052,198.0,100.0,221.0,268.0,306.0,386.0,8
334,103.0,57.0,-117.87458315748968,187.0,179.0,212.0,283.0,400.0,374.0,7
335,170.0,19.0,-122.77645713634736,112.0,172.0,296.0,241.0,336.0,369.0,9
336,67.0,101.0,-116.55095336245373,109.0,179.0,205.0,240.0,359.0,371.0,7
337,179.0,80.0,-118.62042363363344,166.0,188.0,287.0,212.0,387.0,381.0,7
338,64.0,101.0,-116.99143857565772,162.0,116.0,255.0,247.0,386.0,324.0,7
339,7.0,108.0,-122.86437266340828,186.0,107.0,227.0,254.0,370.0,388.0,9
340,144.0,107.0,-109.92386590777278,195.0,114.0,236.0,274.0,355.0,387.0,7
341,188.0,40.0,-122.13006916108884,182.0,107.0,219.0,239.0,377.0,394.0,8
342,174.0,62.0,-119.58751146413329,191.0,174.0,275.0,208.0,357.0,330.0,7
343,32.0,84.0,-121.26320780390252,180.0,102.0,211.0,293.0,380.0,371.0,8
344,101.0,37.0,-120.26740209666876,188.0,146.0,243.0,279.0,366.0,322.0,7
345,100.0,24.0,-121.53836830770764,138.0,178.0,285.0,253.0,371.0,369.0,8
346,41.0,67.0,-121.27021032374526,113.0,144.0,237.0,265.0,329.0,376.0,8
347,162.0,109.0,-114.1122416047678,135.0,144.0,215.0,209.0,357.0,311.0,7
348,73.0,70.0,-118.3334644274116,181.0,136.0,300.0,262.0,341.0,372.0,7
349,45.0,44.0,-122.31015644055566,102.0,157.0,265.0,299.0,343.0,345.0,8
350,182.0,13.0,-123.61276415184668,137.0,109.0,252.0,225.0,300.0,347.0,10
351,106.0,82.0,-113.59514675797152,170.0,118.0,279.0,246.0,336.0,336.0,7
352,11.0,78.0,-123.1166241781404,182.0,110.0,275.0,279.0,380.0,383.0,9
353,141.0,18.0,-122.0709585100536,123.0,199.0,275.0,249.0,385.0,334.0,8
354,136.0,70.0,-115.89491733115268,110.0,187.0,214.0,248.0,364.0,326.0,7
355,41.0,32.0,-123.22981417874078,132.0,106.0,283.0,221.0,314.0,345.0,9
356,185.0,23.0,-123.09274210346597,119.0,136.0,284.0,209.0,344.0,339.0,9
357,167.0,39.0,-121.1034376029288,124.0,130.0,205.0,296.0,333.0,320.0,8
358,105.0,93.0,-111.17647143341335,164.0,115.0,290.0,202.0,378.0,375.0,7
359,48.0,15.0,-123.89401791591882,135.0,188.0,256.0,232.0,353.0,321.0,10
360,183.0,92.0,-118.31055928096254,180.0,102.0,209.0,212.0,380.0,322.0,7
361,120.0,63.0,-116.65021337752528,177.0,144.0,215.0,205.0,362.0,341.0,7
362,127.0,90.0,-111.10744873126562,127.0,163.0,256.0,251.0,338.0,316.0,7
363,33.0,57.0,-122.36354238102489,191.0,163.0,235.0,278.0,400.0,391.0,8
364,146.0,49.0,-119.18010335708632,174.0,183.0,252.0,297.0,342.0,322.0,7
365,39.0,54.0,-122.11473730216528,148.0,186.0,241.0,299.0,320.0,325.0,8
366,78.0,16.0,-122.75083083581984,186.0,183.0,265.0,283.0,311.0,380.0,9
367,181.0,99.0,-117.70559686966618,189.0,141.0,299.0,209.0,349.0,313.0,7
368,4.0,95.0,-123.25624732142484,131.0,162.0,214.0,270.0,366.0,375.0,9
369,29.0,100.0,-121.07803219382257,193.0,120.0,286.0,260.0,394.0,360.0,8
370,53.0,13.0,-123.81785966737564,143.0,166.0,234.0,205.0,351.0,375.0,10
371,42.0,4.0,-124.7358651964947,140.0,177.0,272.0,254.0,365.0,347.0,11
372,28.0,110.0,-121.01471688584137,110.0,127.0,250.0,233.0,301.0,398.0,8
373,77.0,31.0,-121.6134780231711,178.0,107.0,241.0,238.0,342.0,319.0,8
374,118.0,37.0,-120.0353172168454,191.0,114.0,235.0,290.0,344.0,315.0,7
375,88.0,33.0,-121.03447012334942,156.0,154.0,238.0,246.0,394.0,397.0,8
376,33.0,17.0,-124.41074529551216,158.0,158.0,247.0,216.0,330.0,351.0,10
377,190.0,10.0,-124.08933361230903,160.0,146.0,271.0,279.0,400.0,396.0,10
378,20.0,56.0,-123.26481097488812,106.0,106.0,248.0,256.0,373.0,328.0,9
379,0.0,19.0,-125.77396176802132,171.0,168.0,284.0,243.0,309.0,370.0,12
380,157.0,66.0,-117.86881227325944,148.0,186.0,226.0,217.0,300.0,317.0,7
381,119.0,3.0,-123.12582438905044,166.0,198.0,287.0,264.0,396.0,325.0,9
382,117.0,71.0,-115.31035688735568,187.0,113.0,234.0,265.0,384.0,350.0,7
383,165.0,56.0,-119.47742739013631,177.0,144.0,230.0,274.0,349.0,355.0,7
384,116.0,17.0,-121.98442600646462,181.0,165.0,254.0,275.0,300.0,320.0,8
385,153.0,18.0,-122.329674361687,112.0,178.0,244.0,258.0,325.0,369.0,8
386,154.0,9.0,-123.04825488127808,125.0,186.0,247.0,272.0,316.0,349.0,9
387,141.0,11.0,-122.64688980415278,186.0,199.0,231.0,244.0,305.0,336.0,9
388,108.0,59.0,-117.43744234803728,117.0,130.0,214.0,297.0,338.0,328.0,7
389,7.0,75.0,-123.4808915279742,115.0,128.0,247.0,233.0,303.0,309.0,9
390,36.0,107.0,-120.25031277191708,100.0,161.0,298.0,210.0,392.0,351.0,7
391,113.0,6.0,-122.90937049457972,118.0,199.0,297.0,291.0,378.0,340.0,9
392,22.0,80.0,-122.22928490058489,121.0,146.0,205.0,270.0,309.0,337.0,8
393,101.0,61.0,-117.4137466874237,131.0,196.0,270.0,289.0,330.0,310.0,7
394,104.0,37.0,-120.20101839581665,185.0,188.0,297.0,294.0,373.0,337.0,7
395,186.0,96.0,-118.47483490743534,141.0,152.0,253.0,270.0,330.0,378.0,7
396,61.0,64.0,-119.86241946257408,163.0,126.0,237.0,300.0,317.0,300.0,7
397,51.0,109.0,-118.48670011135786,132.0,157.0,237.0,276.0,356.0,363.0,7
398,31.0,2.0,-125.23845911297482,151.0,171.0,250.0,231.0,362.0,344.0,11
399,185.0,45.0,-121.6213140654026,152.0,165.0,226.0,275.0,306.0,393.0,8
